"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Government workers","North Dakota","61,521","±1,351","16.90%","±0.4",2012
"Self-employed in own not incorporated business workers","North Dakota","31,717","±824","8.70%","±0.2",2012
"Unpaid family workers","North Dakota","990","±138","0.30%","±0.1",2012
"Civilian employed population 16 years and over","Ohio","5,300,141","±10,435","5,300,141","(X)",2012
"Private wage and salary workers","Ohio","4,324,297","±10,228","81.60%","±0.1",2012
"Government workers","Ohio","693,695","±6,347","13.10%","±0.1",2012
"Self-employed in own not incorporated business workers","Ohio","275,675","±3,044","5.20%","±0.1",2012
"Unpaid family workers","Ohio","6,474","±526","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Oklahoma","1,689,965","±5,182","1,689,965","(X)",2012
"Private wage and salary workers","Oklahoma","1,276,202","±6,299","75.50%","±0.3",2012
"Government workers","Oklahoma","293,699","±3,891","17.40%","±0.2",2012
"Self-employed in own not incorporated business workers","Oklahoma","116,583","±2,078","6.90%","±0.1",2012
"Unpaid family workers","Oklahoma","3,481","±357","0.20%","±0.1",2012
"Civilian employed population 16 years and over","Oregon","1,743,524","±6,600","1,743,524","(X)",2012
"Private wage and salary workers","Oregon","1,348,174","±6,298","77.30%","±0.2",2012
"Government workers","Oregon","250,369","±4,014","14.40%","±0.2",2012
"Self-employed in own not incorporated business workers","Oregon","142,155","±2,547","8.20%","±0.1",2012
"Unpaid family workers","Oregon","2,826","±368","0.20%","±0.1",2012
"Civilian employed population 16 years and over","Pennsylvania","5,930,125","±10,579","5,930,125","(X)",2012
"Private wage and salary workers","Pennsylvania","4,914,714","±9,856","82.90%","±0.1",2012
"Government workers","Pennsylvania","685,685","±6,817","11.60%","±0.1",2012
"Self-employed in own not incorporated business workers","Pennsylvania","321,277","±3,530","5.40%","±0.1",2012
"Unpaid family workers","Pennsylvania","8,449","±611","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Rhode Island","511,323","±3,126","511,323","(X)",2012
"Private wage and salary workers","Rhode Island","416,605","±2,766","81.50%","±0.4",2012
"Government workers","Rhode Island","67,331","±1,626","13.20%","±0.3",2012
"Self-employed in own not incorporated business workers","Rhode Island","26,894","±1,115","5.30%","±0.2",2012
"Unpaid family workers","Rhode Island","493","±146","0.10%","±0.1",2012
"Civilian employed population 16 years and over","South Carolina","1,995,222","±7,683","1,995,222","(X)",2012
"Private wage and salary workers","South Carolina","1,557,568","±7,732","78.10%","±0.2",2012
"Government workers","South Carolina","323,591","±4,400","16.20%","±0.2",2012
"Self-employed in own not incorporated business workers","South Carolina","111,449","±2,648","5.60%","±0.1",2012
"Unpaid family workers","South Carolina","2,614","±382","0.10%","±0.1",2012
"Civilian employed population 16 years and over","South Dakota","416,687","±2,241","416,687","(X)",2012
"Private wage and salary workers","South Dakota","310,567","±2,566","74.50%","±0.4",2012
"Government workers","South Dakota","68,191","±1,413","16.40%","±0.3",2012
"Self-employed in own not incorporated business workers","South Dakota","36,334","±949","8.70%","±0.2",2012
"Unpaid family workers","South Dakota","1,595","±273","0.40%","±0.1",2012
"Civilian employed population 16 years and over","Tennessee","2,815,491","±8,245","2,815,491","(X)",2012
"Private wage and salary workers","Tennessee","2,203,598","±8,060","78.30%","±0.2",2012
"Government workers","Tennessee","406,487","±5,522","14.40%","±0.2",2012
"Self-employed in own not incorporated business workers","Tennessee","201,668","±3,106","7.20%","±0.1",2012
"Unpaid family workers","Tennessee","3,738","±431","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Texas","11,440,956","±17,102","11,440,956","(X)",2012
"Private wage and salary workers","Texas","8,955,034","±15,915","78.30%","±0.1",2012
"Government workers","Texas","1,675,528","±13,063","14.60%","±0.1",2012
"Self-employed in own not incorporated business workers","Texas","793,218","±6,642","6.90%","±0.1",2012
"Unpaid family workers","Texas","17,176","±871","0.20%","±0.1",2012
"Civilian employed population 16 years and over","Utah","1,265,221","±3,868","1,265,221","(X)",2012
"Private wage and salary workers","Utah","998,997","±4,349","79.00%","±0.3",2012
"Government workers","Utah","202,330","±3,104","16.00%","±0.2",2012
"Self-employed in own not incorporated business workers","Utah","62,284","±1,640","4.90%","±0.1",2012
"Unpaid family workers","Utah","1,610","±215","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Vermont","327,499","±1,932","327,499","(X)",2012
"Private wage and salary workers","Vermont","246,690","±2,110","75.30%","±0.5",2012
"Government workers","Vermont","48,240","±1,563","14.70%","±0.5",2012
"Self-employed in own not incorporated business workers","Vermont","31,691","±887","9.70%","±0.3",2012
"Unpaid family workers","Vermont","878","±176","0.30%","±0.1",2012
"Civilian employed population 16 years and over","Virginia","3,867,416","±8,558","3,867,416","(X)",2012
"Private wage and salary workers","Virginia","2,867,889","±8,340","74.20%","±0.2",2012
"Government workers","Virginia","801,540","±7,099","20.70%","±0.2",2012
"Self-employed in own not incorporated business workers","Virginia","193,749","±2,805","5.00%","±0.1",2012
"Unpaid family workers","Virginia","4,238","±464","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Washington","3,150,493","±7,663","3,150,493","(X)",2012
"Private wage and salary workers","Washington","2,424,047","±7,782","76.90%","±0.2",2012
"Government workers","Washington","522,793","±5,580","16.60%","±0.2",2012
"Self-employed in own not incorporated business workers","Washington","199,693","±3,039","6.30%","±0.1",2012
"Unpaid family workers","Washington","3,960","±492","0.10%","±0.1",2012
"Civilian employed population 16 years and over","West Virginia","760,812","±3,619","760,812","(X)",2012
"Private wage and salary workers","West Virginia","577,066","±3,824","75.80%","±0.4",2012
"Government workers","West Virginia","145,596","±2,551","19.10%","±0.3",2012
"Self-employed in own not incorporated business workers","West Virginia","37,176","±1,123","4.90%","±0.1",2012
"Unpaid family workers","West Virginia","974","±213","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Wisconsin","2,856,318","±5,990","2,856,318","(X)",2012
"Private wage and salary workers","Wisconsin","2,334,843","±6,250","81.70%","±0.1",2012
"Government workers","Wisconsin","360,345","±3,985","12.60%","±0.1",2012
"Self-employed in own not incorporated business workers","Wisconsin","156,752","±2,471","5.50%","±0.1",2012
"Unpaid family workers","Wisconsin","4,378","±307","0.20%","±0.1",2012
"Civilian employed population 16 years and over","Wyoming","288,847","±1,811","288,847","(X)",2012
"Private wage and salary workers","Wyoming","208,222","±2,309","72.10%","±0.7",2012
"Government workers","Wyoming","59,238","±1,717","20.50%","±0.6",2012
"Self-employed in own not incorporated business workers","Wyoming","20,595","±959","7.10%","±0.3",2012
"Unpaid family workers","Wyoming","792","±215","0.30%","±0.1",2012
"Civilian employed population 16 years and over","Puerto Rico","1,121,428","±5,875","1,121,428","(X)",2012
"Private wage and salary workers","Puerto Rico","747,331","±5,601","66.60%","±0.3",2012
"Government workers","Puerto Rico","274,490","±3,689","24.50%","±0.3",2012
"Self-employed in own not incorporated business workers","Puerto Rico","97,963","±2,218","8.70%","±0.2",2012
"Unpaid family workers","Puerto Rico","1,644","±303","0.10%","±0.1",2012
"Civilian employed population 16 years and over","Alabama","2,042,025","±7,394","2,042,025","(X)",2016
"Private wage and salary workers","Alabama","1,605,585","±6,903","78.60%","±0.2",2016
"Government workers","Alabama","326,315","±4,560","16.00%","±0.2",2016
"Self-employed in own not incorporated business workers","Alabama","106,312","±2,155","5.20%","±0.1",2016
"Unpaid family workers","Alabama","3,813","±432","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Alaska","353,954","±2,158","353,954","(X)",2016
"Private wage and salary workers","Alaska","241,654","±2,338","68.30%","±0.5",2016
"Government workers","Alaska","89,119","±1,739","25.20%","±0.5",2016
"Self-employed in own not incorporated business workers","Alaska","22,388","±1,013","6.30%","±0.3",2016
"Unpaid family workers","Alaska","793","±177","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Arizona","2,879,372","±8,055","2,879,372","(X)",2016
"Private wage and salary workers","Arizona","2,287,751","±7,915","79.50%","±0.2",2016
"Government workers","Arizona","412,226","±4,907","14.30%","±0.2",2016
"Self-employed in own not incorporated business workers","Arizona","174,791","±2,768","6.10%","±0.1",2016
"Unpaid family workers","Arizona","4,604","±533","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Arkansas","1,266,552","±6,050","1,266,552","(X)",2016
"Private wage and salary workers","Arkansas","982,753","±5,620","77.60%","±0.3",2016
"Government workers","Arkansas","203,687","±3,776","16.10%","±0.3",2016
"Self-employed in own not incorporated business workers","Arkansas","77,814","±2,059","6.10%","±0.2",2016
"Unpaid family workers","Arkansas","2,298","±323","0.20%","±0.1",2016
"Civilian employed population 16 years and over","California","17,577,142","±19,377","17,577,142","(X)",2016
"Private wage and salary workers","California","13,707,752","±16,424","78.00%","±0.1",2016
"Government workers","California","2,390,893","±16,702","13.60%","±0.1",2016
"Self-employed in own not incorporated business workers","California","1,448,125","±7,845","8.20%","±0.1",2016
"Unpaid family workers","California","30,372","±1,186","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Colorado","2,692,529","±5,342","2,692,529","(X)",2016
"Private wage and salary workers","Colorado","2,150,159","±5,546","79.90%","±0.2",2016
"Government workers","Colorado","366,251","±4,453","13.60%","±0.2",2016
"Self-employed in own not incorporated business workers","Colorado","171,625","±2,445","6.40%","±0.1",2016
"Unpaid family workers","Colorado","4,494","±434","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Connecticut","1,793,688","±5,354","1,793,688","(X)",2016
"Private wage and salary workers","Connecticut","1,443,201","±5,842","80.50%","±0.2",2016
"Government workers","Connecticut","234,758","±3,314","13.10%","±0.2",2016
"Self-employed in own not incorporated business workers","Connecticut","112,524","±2,372","6.30%","±0.1",2016
"Unpaid family workers","Connecticut","3,205","±474","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Delaware","438,292","±2,927","438,292","(X)",2016
"Private wage and salary workers","Delaware","357,596","±3,052","81.60%","±0.4",2016
"Government workers","Delaware","63,012","±1,902","14.40%","±0.4",2016
"Self-employed in own not incorporated business workers","Delaware","17,107","±1,000","3.90%","±0.2",2016
"Unpaid family workers","Delaware","577","±165","0.10%","±0.1",2016
"Civilian employed population 16 years and over","District of Columbia","348,225","±2,235","348,225","(X)",2016
"Private wage and salary workers","District of Columbia","246,817","±2,683","70.90%","±0.6",2016
"Government workers","District of Columbia","85,708","±2,141","24.60%","±0.6",2016
"Self-employed in own not incorporated business workers","District of Columbia","15,369","±871","4.40%","±0.2",2016
"Unpaid family workers","District of Columbia","331","±124","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Florida","8,755,427","±17,050","8,755,427","(X)",2016
"Private wage and salary workers","Florida","7,155,191","±16,125","81.70%","±0.1",2016
"Government workers","Florida","1,067,720","±10,881","12.20%","±0.1",2016
"Self-employed in own not incorporated business workers","Florida","518,771","±6,001","5.90%","±0.1",2016
"Unpaid family workers","Florida","13,745","±963","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Georgia","4,489,112","±10,286","4,489,112","(X)",2016
"Private wage and salary workers","Georgia","3,565,219","±10,523","79.40%","±0.2",2016
"Government workers","Georgia","673,366","±7,074","15.00%","±0.1",2016
"Self-employed in own not incorporated business workers","Georgia","243,124","±4,252","5.40%","±0.1",2016
"Unpaid family workers","Georgia","7,403","±738","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Hawaii","664,616","±3,419","664,616","(X)",2016
"Private wage and salary workers","Hawaii","481,786","±3,700","72.50%","±0.4",2016
"Government workers","Hawaii","135,397","±2,772","20.40%","±0.4",2016
"Self-employed in own not incorporated business workers","Hawaii","45,918","±1,449","6.90%","±0.2",2016
"Unpaid family workers","Hawaii","1,515","±324","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Idaho","731,170","±3,499","731,170","(X)",2016
"Private wage and salary workers","Idaho","562,957","±4,068","77.00%","±0.4",2016
"Government workers","Idaho","111,048","±2,429","15.20%","±0.3",2016
"Self-employed in own not incorporated business workers","Idaho","55,156","±1,974","7.50%","±0.3",2016
"Unpaid family workers","Idaho","2,009","±282","0.30%","±0.1",2016
"Civilian employed population 16 years and over","Illinois","6,134,121","±10,595","6,134,121","(X)",2016
"Private wage and salary workers","Illinois","5,093,573","±10,132","83.00%","±0.1",2016
"Government workers","Illinois","746,121","±6,430","12.20%","±0.1",2016
"Self-employed in own not incorporated business workers","Illinois","285,741","±3,680","4.70%","±0.1",2016
"Unpaid family workers","Illinois","8,686","±645","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Indiana","3,085,179","±7,712","3,085,179","(X)",2016
"Private wage and salary workers","Indiana","2,608,171","±7,146","84.50%","±0.1",2016
"Government workers","Indiana","332,135","±4,480","10.80%","±0.1",2016
"Self-employed in own not incorporated business workers","Indiana","140,226","±2,878","4.50%","±0.1",2016
"Unpaid family workers","Indiana","4,647","±445","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Iowa","1,587,178","±4,377","1,587,178","(X)",2016
"Private wage and salary workers","Iowa","1,268,307","±4,513","79.90%","±0.2",2016
"Government workers","Iowa","212,987","±3,062","13.40%","±0.2",2016
"Self-employed in own not incorporated business workers","Iowa","102,812","±2,123","6.50%","±0.1",2016
"Unpaid family workers","Iowa","3,072","±349","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Kansas","1,408,918","±4,603","1,408,918","(X)",2016
"Private wage and salary workers","Kansas","1,100,129","±4,593","78.10%","±0.2",2016
"Government workers","Kansas","221,791","±2,624","15.70%","±0.2",2016
"Self-employed in own not incorporated business workers","Kansas","84,432","±1,625","6.00%","±0.1",2016
"Unpaid family workers","Kansas","2,566","±287","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Kentucky","1,914,189","±6,529","1,914,189","(X)",2016
"Private wage and salary workers","Kentucky","1,527,376","±6,180","79.80%","±0.2",2016
"Government workers","Kentucky","280,611","±3,931","14.70%","±0.2",2016
"Self-employed in own not incorporated business workers","Kentucky","103,029","±2,147","5.40%","±0.1",2016
"Unpaid family workers","Kentucky","3,173","±364","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Louisiana","2,025,728","±6,954","2,025,728","(X)",2016
"Private wage and salary workers","Louisiana","1,604,427","±7,558","79.20%","±0.2",2016
"Government workers","Louisiana","306,363","±4,210","15.10%","±0.2",2016
"Self-employed in own not incorporated business workers","Louisiana","112,107","±2,527","5.50%","±0.1",2016
"Unpaid family workers","Louisiana","2,831","±409","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Maine","652,638","±3,365","652,638","(X)",2016
"Private wage and salary workers","Maine","505,757","±3,454","77.50%","±0.4",2016
"Government workers","Maine","90,274","±1,933","13.80%","±0.3",2016
"Self-employed in own not incorporated business workers","Maine","55,785","±1,516","8.50%","±0.2",2016
"Unpaid family workers","Maine","822","±145","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Maryland","3,005,753","±6,246","3,005,753","(X)",2016
"Private wage and salary workers","Maryland","2,199,093","±7,564","73.20%","±0.2",2016
"Government workers","Maryland","660,843","±6,536","22.00%","±0.2",2016
"Self-employed in own not incorporated business workers","Maryland","142,210","±2,417","4.70%","±0.1",2016
"Unpaid family workers","Maryland","3,607","±476","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Massachusetts","3,468,864","±7,635","3,468,864","(X)",2016
"Private wage and salary workers","Massachusetts","2,833,221","±7,743","81.70%","±0.2",2016
"Government workers","Massachusetts","425,646","±4,675","12.30%","±0.1",2016
"Self-employed in own not incorporated business workers","Massachusetts","205,770","±3,287","5.90%","±0.1",2016
"Unpaid family workers","Massachusetts","4,227","±420","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Michigan","4,449,717","±8,816","4,449,717","(X)",2016
"Private wage and salary workers","Michigan","3,739,966","±7,539","84.00%","±0.1",2016
"Government workers","Michigan","480,977","±4,202","10.80%","±0.1",2016
"Self-employed in own not incorporated business workers","Michigan","221,232","±2,788","5.00%","±0.1",2016
"Unpaid family workers","Michigan","7,542","±477","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Minnesota","2,864,441","±5,407","2,864,441","(X)",2016
"Private wage and salary workers","Minnesota","2,365,886","±5,464","82.60%","±0.1",2016
"Government workers","Minnesota","335,689","±3,583","11.70%","±0.1",2016
"Self-employed in own not incorporated business workers","Minnesota","158,724","±2,204","5.50%","±0.1",2016
"Unpaid family workers","Minnesota","4,142","±331","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Mississippi","1,212,650","±5,665","1,212,650","(X)",2016
"Private wage and salary workers","Mississippi","922,297","±5,509","76.10%","±0.3",2016
"Government workers","Mississippi","221,848","±4,020","18.30%","±0.3",2016
"Self-employed in own not incorporated business workers","Mississippi","66,711","±1,819","5.50%","±0.2",2016
"Unpaid family workers","Mississippi","1,794","±312","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Missouri","2,835,183","±7,328","2,835,183","(X)",2016
"Private wage and salary workers","Missouri","2,320,068","±6,907","81.80%","±0.2",2016
"Government workers","Missouri","350,706","±4,433","12.40%","±0.1",2016
"Self-employed in own not incorporated business workers","Missouri","158,813","±2,882","5.60%","±0.1",2016
"Unpaid family workers","Missouri","5,596","±529","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Montana","490,742","±2,419","490,742","(X)",2016
"Private wage and salary workers","Montana","356,485","±2,516","72.60%","±0.4",2016
"Government workers","Montana","87,784","±1,994","17.90%","±0.4",2016
"Self-employed in own not incorporated business workers","Montana","44,301","±1,422","9.00%","±0.3",2016
"Unpaid family workers","Montana","2,172","±293","0.40%","±0.1",2016
"Civilian employed population 16 years and over","Nebraska","977,353","±2,744","977,353","(X)",2016
"Private wage and salary workers","Nebraska","775,238","±3,247","79.30%","±0.2",2016
"Government workers","Nebraska","136,978","±2,011","14.00%","±0.2",2016
"Self-employed in own not incorporated business workers","Nebraska","63,218","±1,469","6.50%","±0.1",2016
"Unpaid family workers","Nebraska","1,919","±230","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Nevada","1,302,162","±5,346","1,302,162","(X)",2016
"Private wage and salary workers","Nevada","1,077,203","±5,530","82.70%","±0.3",2016
"Government workers","Nevada","156,668","±3,520","12.00%","±0.3",2016
"Self-employed in own not incorporated business workers","Nevada","66,981","±1,877","5.10%","±0.1",2016
"Unpaid family workers","Nevada","1,310","±197","0.10%","±0.1",2016
"Civilian employed population 16 years and over","New Hampshire","706,801","±3,421","706,801","(X)",2016
"Private wage and salary workers","New Hampshire","565,069","±3,664","79.90%","±0.3",2016
"Government workers","New Hampshire","93,187","±2,210","13.20%","±0.3",2016
"Self-employed in own not incorporated business workers","New Hampshire","47,697","±1,324","6.70%","±0.2",2016
"Unpaid family workers","New Hampshire","848","±156","0.10%","±0.1",2016
"Civilian employed population 16 years and over","New Jersey","4,322,619","±8,295","4,322,619","(X)",2016
"Private wage and salary workers","New Jersey","3,525,937","±8,723","81.60%","±0.1",2016
"Government workers","New Jersey","587,125","±5,753","13.60%","±0.1",2016
"Self-employed in own not incorporated business workers","New Jersey","203,601","±2,811","4.70%","±0.1",2016
"Unpaid family workers","New Jersey","5,956","±570","0.10%","±0.1",2016
"Civilian employed population 16 years and over","New Mexico","876,210","±3,763","876,210","(X)",2016
"Private wage and salary workers","New Mexico","622,391","±4,658","71.00%","±0.4",2016
"Government workers","New Mexico","193,969","±3,372","22.10%","±0.4",2016
"Self-employed in own not incorporated business workers","New Mexico","58,064","±1,656","6.60%","±0.2",2016
"Unpaid family workers","New Mexico","1,786","±288","0.20%","±0.1",2016
"Civilian employed population 16 years and over","New York","9,340,878","±16,014","9,340,878","(X)",2016
"Private wage and salary workers","New York","7,343,518","±13,740","78.60%","±0.1",2016
"Government workers","New York","1,437,157","±11,012","15.40%","±0.1",2016
"Self-employed in own not incorporated business workers","New York","546,781","±5,219","5.90%","±0.1",2016
"Unpaid family workers","New York","13,422","±852","0.10%","±0.1",2016
"Civilian employed population 16 years and over","North Carolina","4,460,824","±9,406","4,460,824","(X)",2016
"Private wage and salary workers","North Carolina","3,545,424","±9,105","79.50%","±0.2",2016
"Government workers","North Carolina","652,056","±7,269","14.60%","±0.1",2016
"Self-employed in own not incorporated business workers","North Carolina","256,509","±3,667","5.80%","±0.1",2016
"Unpaid family workers","North Carolina","6,835","±490","0.20%","±0.1",2016
"Civilian employed population 16 years and over","North Dakota","395,584","±1,821","395,584","(X)",2016
"Private wage and salary workers","North Dakota","300,084","±2,617","75.90%","±0.5",2016
"Government workers","North Dakota","63,431","±1,536","16.00%","±0.4",2016
"Self-employed in own not incorporated business workers","North Dakota","31,038","±1,164","7.80%","±0.3",2016
"Unpaid family workers","North Dakota","1,031","±203","0.30%","±0.1",2016
"Civilian employed population 16 years and over","Ohio","5,425,647","±11,813","5,425,647","(X)",2016
"Private wage and salary workers","Ohio","4,487,097","±10,637","82.70%","±0.1",2016
"Government workers","Ohio","665,716","±6,436","12.30%","±0.1",2016
"Self-employed in own not incorporated business workers","Ohio","265,330","±3,516","4.90%","±0.1",2016
"Unpaid family workers","Ohio","7,504","±568","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Oklahoma","1,733,000","±3,688","1,733,000","(X)",2016
"Private wage and salary workers","Oklahoma","1,330,375","±4,005","76.80%","±0.2",2016
"Government workers","Oklahoma","292,206","±2,955","16.90%","±0.2",2016
"Self-employed in own not incorporated business workers","Oklahoma","106,952","±1,910","6.20%","±0.1",2016
"Unpaid family workers","Oklahoma","3,467","±373","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Oregon","1,832,620","±6,029","1,832,620","(X)",2016
"Private wage and salary workers","Oregon","1,437,628","±6,165","78.40%","±0.2",2016
"Government workers","Oregon","253,471","±3,533","13.80%","±0.2",2016
"Self-employed in own not incorporated business workers","Oregon","138,473","±2,607","7.60%","±0.1",2016
"Unpaid family workers","Oregon","3,048","±337","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Pennsylvania","6,043,693","±11,358","6,043,693","(X)",2016
"Private wage and salary workers","Pennsylvania","5,088,727","±10,645","84.20%","±0.1",2016
"Government workers","Pennsylvania","638,880","±5,924","10.60%","±0.1",2016
"Self-employed in own not incorporated business workers","Pennsylvania","307,040","±3,478","5.10%","±0.1",2016
"Unpaid family workers","Pennsylvania","9,046","±678","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Rhode Island","520,482","±2,776","520,482","(X)",2016
"Private wage and salary workers","Rhode Island","429,751","±2,817","82.60%","±0.4",2016
"Government workers","Rhode Island","64,419","±1,863","12.40%","±0.3",2016
"Self-employed in own not incorporated business workers","Rhode Island","25,823","±1,047","5.00%","±0.2",2016
"Unpaid family workers","Rhode Island","489","±145","0.10%","±0.1",2016
"Civilian employed population 16 years and over","South Carolina","2,129,323","±7,181","2,129,323","(X)",2016
"Private wage and salary workers","South Carolina","1,685,146","±6,367","79.10%","±0.2",2016
"Government workers","South Carolina","330,192","±4,581","15.50%","±0.2",2016
"Self-employed in own not incorporated business workers","South Carolina","110,677","±2,657","5.20%","±0.1",2016
"Unpaid family workers","South Carolina","3,308","±423","0.20%","±0.1",2016
"Civilian employed population 16 years and over","South Dakota","434,693","±2,255","434,693","(X)",2016
"Private wage and salary workers","South Dakota","331,885","±2,393","76.30%","±0.4",2016
"Government workers","South Dakota","65,727","±1,539","15.10%","±0.3",2016
"Self-employed in own not incorporated business workers","South Dakota","35,799","±984","8.20%","±0.2",2016
"Unpaid family workers","South Dakota","1,282","±173","0.30%","±0.1",2016
"Civilian employed population 16 years and over","Tennessee","2,937,131","±8,232","2,937,131","(X)",2016
"Private wage and salary workers","Tennessee","2,327,258","±7,410","79.20%","±0.2",2016
"Government workers","Tennessee","407,173","±5,740","13.90%","±0.2",2016
"Self-employed in own not incorporated business workers","Tennessee","197,997","±3,593","6.70%","±0.1",2016
"Unpaid family workers","Tennessee","4,703","±486","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Texas","12,371,392","±16,258","12,371,392","(X)",2016
"Private wage and salary workers","Texas","9,864,638","±18,487","79.70%","±0.1",2016
"Government workers","Texas","1,664,327","±12,996","13.50%","±0.1",2016
"Self-employed in own not incorporated business workers","Texas","821,872","±6,984","6.60%","±0.1",2016
"Unpaid family workers","Texas","20,555","±1,138","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Utah","1,374,146","±4,534","1,374,146","(X)",2016
"Private wage and salary workers","Utah","1,105,272","±4,659","80.40%","±0.3",2016
"Government workers","Utah","202,474","±3,231","14.70%","±0.2",2016
"Self-employed in own not incorporated business workers","Utah","64,178","±1,712","4.70%","±0.1",2016
"Unpaid family workers","Utah","2,222","±321","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Vermont","327,237","±1,707","327,237","(X)",2016
"Private wage and salary workers","Vermont","250,976","±1,699","76.70%","±0.4",2016
"Government workers","Vermont","46,098","±1,241","14.10%","±0.4",2016
"Self-employed in own not incorporated business workers","Vermont","29,411","±980","9.00%","±0.3",2016
"Unpaid family workers","Vermont","752","±127","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Virginia","4,036,456","±7,723","4,036,456","(X)",2016
"Private wage and salary workers","Virginia","3,014,062","±9,724","74.70%","±0.2",2016
"Government workers","Virginia","815,796","±6,916","20.20%","±0.2",2016
"Self-employed in own not incorporated business workers","Virginia","201,063","±3,334","5.00%","±0.1",2016
"Unpaid family workers","Virginia","5,535","±416","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Washington","3,331,321","±7,161","3,331,321","(X)",2016
"Private wage and salary workers","Washington","2,592,946","±7,212","77.80%","±0.2",2016
"Government workers","Washington","533,965","±6,164","16.00%","±0.2",2016
"Self-employed in own not incorporated business workers","Washington","198,621","±3,390","6.00%","±0.1",2016
"Unpaid family workers","Washington","5,789","±499","0.20%","±0.1",2016
"Civilian employed population 16 years and over","West Virginia","750,412","±4,063","750,412","(X)",2016
"Private wage and salary workers","West Virginia","574,550","±4,123","76.60%","±0.4",2016
"Government workers","West Virginia","142,031","±2,764","18.90%","±0.3",2016
"Self-employed in own not incorporated business workers","West Virginia","32,949","±1,318","4.40%","±0.2",2016
"Unpaid family workers","West Virginia","882","±202","0.10%","±0.1",2016
"Civilian employed population 16 years and over","Wisconsin","2,910,339","±5,714","2,910,339","(X)",2016
"Private wage and salary workers","Wisconsin","2,399,806","±5,384","82.50%","±0.1",2016
"Government workers","Wisconsin","356,573","±3,944","12.30%","±0.1",2016
"Self-employed in own not incorporated business workers","Wisconsin","148,362","±2,004","5.10%","±0.1",2016
"Unpaid family workers","Wisconsin","5,598","±419","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Wyoming","293,598","±2,059","293,598","(X)",2016
"Private wage and salary workers","Wyoming","213,324","±2,474","72.70%","±0.6",2016
"Government workers","Wyoming","60,759","±1,360","20.70%","±0.5",2016
"Self-employed in own not incorporated business workers","Wyoming","18,716","±945","6.40%","±0.3",2016
"Unpaid family workers","Wyoming","799","±197","0.30%","±0.1",2016
"Civilian employed population 16 years and over","Puerto Rico","1,055,106","±5,907","1,055,106","(X)",2016
"Private wage and salary workers","Puerto Rico","721,918","±5,578","68.40%","±0.3",2016
"Government workers","Puerto Rico","235,875","±3,266","22.40%","±0.3",2016
"Self-employed in own not incorporated business workers","Puerto Rico","95,537","±2,382","9.10%","±0.2",2016
"Unpaid family workers","Puerto Rico","1,776","±327","0.20%","±0.1",2016
"Civilian employed population 16 years and over","Alabama","2,055,509","±6,783","2,055,509","(X)",2017
"Private wage and salary workers","Alabama","1,624,536","±7,007","79.00%","±0.3",2017
"Government workers","Alabama","320,782","±4,672","15.60%","±0.2",2017
"Self-employed in own not incorporated business workers","Alabama","106,403","±2,452","5.20%","±0.1",2017
"Unpaid family workers","Alabama","3,788","±436","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Alaska","354,045","±1,983","354,045","(X)",2017
"Private wage and salary workers","Alaska","241,792","±2,539","68.30%","±0.6",2017
