"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Service occupations","Delaware","77,521","±1,948","18.40%","±0.4",2013
"Sales and office occupations","Delaware","103,469","±2,060","24.50%","±0.5",2013
"Natural resources, construction, and maintenance occupations","Delaware","36,151","±1,358","8.60%","±0.3",2013
"Production, transportation, and material moving occupations","Delaware","45,250","±1,437","10.70%","±0.3",2013
"Civilian employed population 16 years and over","District of Columbia","315,177","±2,349","315,177","(X)",2013
"Management, business, science, and arts occupations","District of Columbia","189,581","±2,347","60.20%","±0.6",2013
"Service occupations","District of Columbia","49,360","±1,519","15.70%","±0.5",2013
"Sales and office occupations","District of Columbia","54,524","±1,554","17.30%","±0.5",2013
"Natural resources, construction, and maintenance occupations","District of Columbia","9,360","±710","3.00%","±0.2",2013
"Production, transportation, and material moving occupations","District of Columbia","12,352","±827","3.90%","±0.3",2013
"Civilian employed population 16 years and over","Florida","8,202,636","±15,647","8,202,636","(X)",2013
"Management, business, science, and arts occupations","Florida","2,760,656","±17,454","33.70%","±0.2",2013
"Service occupations","Florida","1,677,942","±10,671","20.50%","±0.1",2013
"Sales and office occupations","Florida","2,278,846","±11,195","27.80%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Florida","749,587","±6,846","9.10%","±0.1",2013
"Production, transportation, and material moving occupations","Florida","735,605","±6,433","9.00%","±0.1",2013
"Civilian employed population 16 years and over","Georgia","4,254,879","±10,457","4,254,879","(X)",2013
"Management, business, science, and arts occupations","Georgia","1,517,308","±10,991","35.70%","±0.2",2013
"Service occupations","Georgia","716,415","±6,846","16.80%","±0.2",2013
"Sales and office occupations","Georgia","1,072,067","±8,020","25.20%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Georgia","398,032","±5,449","9.40%","±0.1",2013
"Production, transportation, and material moving occupations","Georgia","551,057","±5,808","13.00%","±0.1",2013
"Civilian employed population 16 years and over","Hawaii","640,072","±3,313","640,072","(X)",2013
"Management, business, science, and arts occupations","Hawaii","216,022","±2,756","33.70%","±0.4",2013
"Service occupations","Hawaii","145,052","±2,738","22.70%","±0.4",2013
"Sales and office occupations","Hawaii","162,340","±2,748","25.40%","±0.4",2013
"Natural resources, construction, and maintenance occupations","Hawaii","61,959","±1,844","9.70%","±0.3",2013
"Production, transportation, and material moving occupations","Hawaii","54,699","±1,474","8.50%","±0.2",2013
"Civilian employed population 16 years and over","Idaho","696,190","±3,304","696,190","(X)",2013
"Management, business, science, and arts occupations","Idaho","232,160","±3,010","33.30%","±0.4",2013
"Service occupations","Idaho","123,575","±2,594","17.80%","±0.4",2013
"Sales and office occupations","Idaho","171,730","±2,849","24.70%","±0.4",2013
"Natural resources, construction, and maintenance occupations","Idaho","83,412","±1,889","12.00%","±0.3",2013
"Production, transportation, and material moving occupations","Idaho","85,313","±1,951","12.30%","±0.3",2013
"Civilian employed population 16 years and over","Illinois","5,998,320","±10,897","5,998,320","(X)",2013
"Management, business, science, and arts occupations","Illinois","2,183,077","±11,133","36.40%","±0.2",2013
"Service occupations","Illinois","1,036,503","±7,294","17.30%","±0.1",2013
"Sales and office occupations","Illinois","1,509,578","±6,568","25.20%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Illinois","444,958","±4,658","7.40%","±0.1",2013
"Production, transportation, and material moving occupations","Illinois","824,204","±5,488","13.70%","±0.1",2013
"Civilian employed population 16 years and over","Indiana","2,963,879","±7,449","2,963,879","(X)",2013
"Management, business, science, and arts occupations","Indiana","950,886","±7,902","32.10%","±0.2",2013
"Service occupations","Indiana","509,612","±4,715","17.20%","±0.2",2013
"Sales and office occupations","Indiana","708,542","±5,515","23.90%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Indiana","263,121","±3,452","8.90%","±0.1",2013
"Production, transportation, and material moving occupations","Indiana","531,718","±4,406","17.90%","±0.2",2013
"Civilian employed population 16 years and over","Iowa","1,553,030","±4,074","1,553,030","(X)",2013
"Management, business, science, and arts occupations","Iowa","527,821","±4,868","34.00%","±0.3",2013
"Service occupations","Iowa","259,384","±3,379","16.70%","±0.2",2013
"Sales and office occupations","Iowa","371,505","±3,236","23.90%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Iowa","146,452","±2,182","9.40%","±0.1",2013
"Production, transportation, and material moving occupations","Iowa","247,868","±2,933","16.00%","±0.2",2013
"Civilian employed population 16 years and over","Kansas","1,387,071","±4,570","1,387,071","(X)",2013
"Management, business, science, and arts occupations","Kansas","503,116","±3,970","36.30%","±0.3",2013
"Service occupations","Kansas","232,497","±2,927","16.80%","±0.2",2013
"Sales and office occupations","Kansas","330,358","±3,535","23.80%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Kansas","138,197","±2,541","10.00%","±0.2",2013
"Production, transportation, and material moving occupations","Kansas","182,903","±2,723","13.20%","±0.2",2013
"Civilian employed population 16 years and over","Kentucky","1,857,767","±7,196","1,857,767","(X)",2013
"Management, business, science, and arts occupations","Kentucky","605,972","±5,423","32.60%","±0.3",2013
"Service occupations","Kentucky","310,340","±3,695","16.70%","±0.2",2013
"Sales and office occupations","Kentucky","451,585","±4,486","24.30%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Kentucky","185,726","±2,802","10.00%","±0.1",2013
"Production, transportation, and material moving occupations","Kentucky","304,144","±3,852","16.40%","±0.2",2013
"Civilian employed population 16 years and over","Louisiana","1,995,378","±7,484","1,995,378","(X)",2013
"Management, business, science, and arts occupations","Louisiana","633,208","±7,223","31.70%","±0.3",2013
"Service occupations","Louisiana","377,217","±3,912","18.90%","±0.2",2013
"Sales and office occupations","Louisiana","489,297","±4,717","24.50%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Louisiana","247,268","±3,348","12.40%","±0.2",2013
"Production, transportation, and material moving occupations","Louisiana","248,388","±3,494","12.40%","±0.2",2013
"Civilian employed population 16 years and over","Maine","647,099","±2,972","647,099","(X)",2013
"Management, business, science, and arts occupations","Maine","227,403","±2,920","35.10%","±0.4",2013
"Service occupations","Maine","118,513","±2,128","18.30%","±0.3",2013
"Sales and office occupations","Maine","155,969","±2,130","24.10%","±0.3",2013
"Natural resources, construction, and maintenance occupations","Maine","70,871","±1,664","11.00%","±0.3",2013
"Production, transportation, and material moving occupations","Maine","74,343","±1,946","11.50%","±0.3",2013
"Civilian employed population 16 years and over","Maryland","2,926,198","±7,119","2,926,198","(X)",2013
"Management, business, science, and arts occupations","Maryland","1,292,634","±8,181","44.20%","±0.3",2013
"Service occupations","Maryland","494,955","±6,069","16.90%","±0.2",2013
"Sales and office occupations","Maryland","679,897","±5,958","23.20%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Maryland","232,132","±3,548","7.90%","±0.1",2013
"Production, transportation, and material moving occupations","Maryland","226,580","±3,469","7.70%","±0.1",2013
"Civilian employed population 16 years and over","Massachusetts","3,308,547","±6,941","3,308,547","(X)",2013
"Management, business, science, and arts occupations","Massachusetts","1,441,891","±8,833","43.60%","±0.2",2013
"Service occupations","Massachusetts","573,375","±5,538","17.30%","±0.2",2013
"Sales and office occupations","Massachusetts","771,376","±5,423","23.30%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Massachusetts","228,865","±3,774","6.90%","±0.1",2013
"Production, transportation, and material moving occupations","Massachusetts","293,040","±3,987","8.90%","±0.1",2013
"Civilian employed population 16 years and over","Michigan","4,242,948","±9,421","4,242,948","(X)",2013
"Management, business, science, and arts occupations","Michigan","1,460,410","±8,620","34.40%","±0.2",2013
"Service occupations","Michigan","788,907","±5,485","18.60%","±0.1",2013
"Sales and office occupations","Michigan","1,039,814","±5,926","24.50%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Michigan","330,930","±3,442","7.80%","±0.1",2013
"Production, transportation, and material moving occupations","Michigan","622,887","±5,240","14.70%","±0.1",2013
"Civilian employed population 16 years and over","Minnesota","2,748,174","±5,534","2,748,174","(X)",2013
"Management, business, science, and arts occupations","Minnesota","1,065,725","±7,120","38.80%","±0.2",2013
"Service occupations","Minnesota","456,407","±4,219","16.60%","±0.2",2013
"Sales and office occupations","Minnesota","654,658","±4,152","23.80%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Minnesota","219,039","±2,422","8.00%","±0.1",2013
"Production, transportation, and material moving occupations","Minnesota","352,345","±3,469","12.80%","±0.1",2013
"Civilian employed population 16 years and over","Mississippi","1,194,436","±5,421","1,194,436","(X)",2013
"Management, business, science, and arts occupations","Mississippi","368,427","±4,603","30.80%","±0.3",2013
"Service occupations","Mississippi","213,619","±3,559","17.90%","±0.3",2013
"Sales and office occupations","Mississippi","284,515","±3,496","23.80%","±0.3",2013
"Natural resources, construction, and maintenance occupations","Mississippi","135,719","±3,068","11.40%","±0.3",2013
"Production, transportation, and material moving occupations","Mississippi","192,156","±3,558","16.10%","±0.3",2013
"Civilian employed population 16 years and over","Missouri","2,770,617","±6,750","2,770,617","(X)",2013
"Management, business, science, and arts occupations","Missouri","956,605","±6,587","34.50%","±0.2",2013
"Service occupations","Missouri","498,458","±4,596","18.00%","±0.2",2013
"Sales and office occupations","Missouri","696,630","±5,031","25.10%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Missouri","247,212","±3,747","8.90%","±0.1",2013
"Production, transportation, and material moving occupations","Missouri","371,712","±4,023","13.40%","±0.1",2013
"Civilian employed population 16 years and over","Montana","477,015","±2,689","477,015","(X)",2013
"Management, business, science, and arts occupations","Montana","167,555","±2,516","35.10%","±0.5",2013
"Service occupations","Montana","91,789","±2,230","19.20%","±0.5",2013
"Sales and office occupations","Montana","112,680","±2,524","23.60%","±0.5",2013
"Natural resources, construction, and maintenance occupations","Montana","59,096","±1,558","12.40%","±0.3",2013
"Production, transportation, and material moving occupations","Montana","45,895","±1,282","9.60%","±0.3",2013
"Civilian employed population 16 years and over","Nebraska","948,701","±2,997","948,701","(X)",2013
"Management, business, science, and arts occupations","Nebraska","333,619","±3,063","35.20%","±0.3",2013
"Service occupations","Nebraska","157,967","±2,328","16.70%","±0.2",2013
"Sales and office occupations","Nebraska","233,074","±2,443","24.60%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Nebraska","95,442","±1,648","10.10%","±0.2",2013
"Production, transportation, and material moving occupations","Nebraska","128,599","±1,857","13.60%","±0.2",2013
"Civilian employed population 16 years and over","Nevada","1,229,604","±4,223","1,229,604","(X)",2013
"Management, business, science, and arts occupations","Nevada","341,708","±4,510","27.80%","±0.3",2013
"Service occupations","Nevada","340,399","±3,939","27.70%","±0.3",2013
"Sales and office occupations","Nevada","317,255","±3,847","25.80%","±0.3",2013
"Natural resources, construction, and maintenance occupations","Nevada","110,377","±2,593","9.00%","±0.2",2013
"Production, transportation, and material moving occupations","Nevada","119,865","±2,794","9.70%","±0.2",2013
"Civilian employed population 16 years and over","New Hampshire","690,769","±3,053","690,769","(X)",2013
"Management, business, science, and arts occupations","New Hampshire","271,736","±3,401","39.30%","±0.5",2013
"Service occupations","New Hampshire","109,023","±2,401","15.80%","±0.3",2013
"Sales and office occupations","New Hampshire","171,166","±2,654","24.80%","±0.4",2013
"Natural resources, construction, and maintenance occupations","New Hampshire","61,636","±1,615","8.90%","±0.2",2013
"Production, transportation, and material moving occupations","New Hampshire","77,208","±2,158","11.20%","±0.3",2013
"Civilian employed population 16 years and over","New Jersey","4,197,483","±8,824","4,197,483","(X)",2013
"Management, business, science, and arts occupations","New Jersey","1,693,245","±8,732","40.30%","±0.2",2013
"Service occupations","New Jersey","699,730","±6,515","16.70%","±0.2",2013
"Sales and office occupations","New Jersey","1,065,523","±7,018","25.40%","±0.1",2013
"Natural resources, construction, and maintenance occupations","New Jersey","305,937","±3,551","7.30%","±0.1",2013
"Production, transportation, and material moving occupations","New Jersey","433,048","±4,747","10.30%","±0.1",2013
"Civilian employed population 16 years and over","New Mexico","876,823","±4,027","876,823","(X)",2013
"Management, business, science, and arts occupations","New Mexico","308,827","±3,544","35.20%","±0.4",2013
"Service occupations","New Mexico","179,888","±2,956","20.50%","±0.3",2013
"Sales and office occupations","New Mexico","206,359","±3,001","23.50%","±0.3",2013
"Natural resources, construction, and maintenance occupations","New Mexico","102,092","±2,106","11.60%","±0.2",2013
"Production, transportation, and material moving occupations","New Mexico","79,657","±2,023","9.10%","±0.2",2013
"Civilian employed population 16 years and over","New York","9,062,757","±13,337","9,062,757","(X)",2013
"Management, business, science, and arts occupations","New York","3,508,106","±17,603","38.70%","±0.2",2013
"Service occupations","New York","1,816,425","±10,108","20.00%","±0.1",2013
"Sales and office occupations","New York","2,207,145","±10,924","24.40%","±0.1",2013
"Natural resources, construction, and maintenance occupations","New York","669,818","±6,054","7.40%","±0.1",2013
"Production, transportation, and material moving occupations","New York","861,263","±6,751","9.50%","±0.1",2013
"Civilian employed population 16 years and over","North Carolina","4,234,977","±11,535","4,234,977","(X)",2013
"Management, business, science, and arts occupations","North Carolina","1,513,080","±11,645","35.70%","±0.2",2013
"Service occupations","North Carolina","744,260","±6,789","17.60%","±0.2",2013
"Sales and office occupations","North Carolina","1,010,505","±6,721","23.90%","±0.1",2013
"Natural resources, construction, and maintenance occupations","North Carolina","406,778","±5,109","9.60%","±0.1",2013
"Production, transportation, and material moving occupations","North Carolina","560,354","±6,488","13.20%","±0.2",2013
"Civilian employed population 16 years and over","North Dakota","371,612","±1,909","371,612","(X)",2013
"Management, business, science, and arts occupations","North Dakota","128,509","±2,136","34.60%","±0.5",2013
"Service occupations","North Dakota","63,978","±1,297","17.20%","±0.3",2013
"Sales and office occupations","North Dakota","86,543","±1,548","23.30%","±0.4",2013
"Natural resources, construction, and maintenance occupations","North Dakota","46,883","±1,205","12.60%","±0.3",2013
"Production, transportation, and material moving occupations","North Dakota","45,699","±1,280","12.30%","±0.3",2013
"Civilian employed population 16 years and over","Ohio","5,266,386","±10,156","5,266,386","(X)",2013
"Management, business, science, and arts occupations","Ohio","1,811,034","±11,684","34.40%","±0.2",2013
"Service occupations","Ohio","942,008","±6,005","17.90%","±0.1",2013
"Sales and office occupations","Ohio","1,291,770","±6,115","24.50%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Ohio","409,801","±4,312","7.80%","±0.1",2013
"Production, transportation, and material moving occupations","Ohio","811,773","±5,327","15.40%","±0.1",2013
"Civilian employed population 16 years and over","Oklahoma","1,686,404","±5,265","1,686,404","(X)",2013
"Management, business, science, and arts occupations","Oklahoma","551,617","±4,086","32.70%","±0.2",2013
"Service occupations","Oklahoma","298,034","±3,848","17.70%","±0.2",2013
"Sales and office occupations","Oklahoma","416,911","±4,189","24.70%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Oklahoma","201,897","±2,687","12.00%","±0.2",2013
"Production, transportation, and material moving occupations","Oklahoma","217,945","±2,636","12.90%","±0.2",2013
"Civilian employed population 16 years and over","Oregon","1,736,894","±5,920","1,736,894","(X)",2013
"Management, business, science, and arts occupations","Oregon","634,691","±6,248","36.50%","±0.3",2013
"Service occupations","Oregon","318,427","±3,971","18.30%","±0.2",2013
"Sales and office occupations","Oregon","419,680","±4,025","24.20%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Oregon","157,860","±3,341","9.10%","±0.2",2013
"Production, transportation, and material moving occupations","Oregon","206,236","±2,967","11.90%","±0.2",2013
"Civilian employed population 16 years and over","Pennsylvania","5,914,876","±11,100","5,914,876","(X)",2013
"Management, business, science, and arts occupations","Pennsylvania","2,143,993","±11,787","36.20%","±0.2",2013
"Service occupations","Pennsylvania","1,029,157","±7,978","17.40%","±0.1",2013
"Sales and office occupations","Pennsylvania","1,451,596","±7,825","24.50%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Pennsylvania","493,001","±3,817","8.30%","±0.1",2013
"Production, transportation, and material moving occupations","Pennsylvania","797,129","±6,548","13.50%","±0.1",2013
"Civilian employed population 16 years and over","Rhode Island","509,865","±2,934","509,865","(X)",2013
"Management, business, science, and arts occupations","Rhode Island","187,957","±2,619","36.90%","±0.5",2013
"Service occupations","Rhode Island","101,685","±2,501","19.90%","±0.5",2013
"Sales and office occupations","Rhode Island","125,585","±1,980","24.60%","±0.4",2013
"Natural resources, construction, and maintenance occupations","Rhode Island","35,965","±1,333","7.10%","±0.3",2013
"Production, transportation, and material moving occupations","Rhode Island","58,673","±1,883","11.50%","±0.4",2013
"Civilian employed population 16 years and over","South Carolina","2,003,023","±7,302","2,003,023","(X)",2013
"Management, business, science, and arts occupations","South Carolina","651,733","±5,354","32.50%","±0.2",2013
"Service occupations","South Carolina","368,999","±5,012","18.40%","±0.2",2013
"Sales and office occupations","South Carolina","505,499","±4,366","25.20%","±0.2",2013
"Natural resources, construction, and maintenance occupations","South Carolina","189,433","±3,372","9.50%","±0.2",2013
"Production, transportation, and material moving occupations","South Carolina","287,359","±4,012","14.30%","±0.2",2013
"Civilian employed population 16 years and over","South Dakota","418,991","±2,279","418,991","(X)",2013
"Management, business, science, and arts occupations","South Dakota","144,412","±2,222","34.50%","±0.5",2013
"Service occupations","South Dakota","73,795","±1,826","17.60%","±0.4",2013
"Sales and office occupations","South Dakota","102,722","±2,112","24.50%","±0.5",2013
"Natural resources, construction, and maintenance occupations","South Dakota","45,756","±1,192","10.90%","±0.3",2013
"Production, transportation, and material moving occupations","South Dakota","52,306","±1,237","12.50%","±0.3",2013
"Civilian employed population 16 years and over","Tennessee","2,806,948","±8,635","2,806,948","(X)",2013
"Management, business, science, and arts occupations","Tennessee","940,208","±7,726","33.50%","±0.2",2013
"Service occupations","Tennessee","476,481","±5,083","17.00%","±0.2",2013
"Sales and office occupations","Tennessee","715,642","±6,402","25.50%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Tennessee","256,594","±3,860","9.10%","±0.1",2013
"Production, transportation, and material moving occupations","Tennessee","418,023","±4,527","14.90%","±0.2",2013
"Civilian employed population 16 years and over","Texas","11,569,041","±16,244","11,569,041","(X)",2013
"Management, business, science, and arts occupations","Texas","4,001,463","±19,974","34.60%","±0.2",2013
"Service occupations","Texas","2,053,025","±12,078","17.70%","±0.1",2013
"Sales and office occupations","Texas","2,878,221","±13,700","24.90%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Texas","1,274,423","±9,654","11.00%","±0.1",2013
"Production, transportation, and material moving occupations","Texas","1,361,909","±8,739","11.80%","±0.1",2013
"Civilian employed population 16 years and over","Utah","1,275,709","±4,319","1,275,709","(X)",2013
"Management, business, science, and arts occupations","Utah","463,266","±4,143","36.30%","±0.3",2013
"Service occupations","Utah","200,229","±3,113","15.70%","±0.2",2013
"Sales and office occupations","Utah","339,710","±3,424","26.60%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Utah","118,446","±2,404","9.30%","±0.2",2013
"Production, transportation, and material moving occupations","Utah","154,058","±2,809","12.10%","±0.2",2013
"Civilian employed population 16 years and over","Vermont","324,350","±1,823","324,350","(X)",2013
"Management, business, science, and arts occupations","Vermont","129,476","±2,061","39.90%","±0.6",2013
"Service occupations","Vermont","56,970","±1,570","17.60%","±0.5",2013
"Sales and office occupations","Vermont","71,214","±1,781","22.00%","±0.5",2013
"Natural resources, construction, and maintenance occupations","Vermont","33,078","±818","10.20%","±0.2",2013
"Production, transportation, and material moving occupations","Vermont","33,612","±989","10.40%","±0.3",2013
"Civilian employed population 16 years and over","Virginia","3,885,351","±8,538","3,885,351","(X)",2013
"Management, business, science, and arts occupations","Virginia","1,642,012","±10,166","42.30%","±0.2",2013
"Service occupations","Virginia","645,769","±5,956","16.60%","±0.2",2013
"Sales and office occupations","Virginia","894,954","±6,024","23.00%","±0.1",2013
"Natural resources, construction, and maintenance occupations","Virginia","335,730","±4,976","8.60%","±0.1",2013
"Production, transportation, and material moving occupations","Virginia","366,886","±4,403","9.40%","±0.1",2013
"Civilian employed population 16 years and over","Washington","3,149,730","±6,852","3,149,730","(X)",2013
"Management, business, science, and arts occupations","Washington","1,215,919","±7,881","38.60%","±0.2",2013
"Service occupations","Washington","550,824","±5,506","17.50%","±0.2",2013
"Sales and office occupations","Washington","730,797","±5,340","23.20%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Washington","300,472","±4,573","9.50%","±0.1",2013
"Production, transportation, and material moving occupations","Washington","351,718","±4,764","11.20%","±0.1",2013
"Civilian employed population 16 years and over","West Virginia","755,632","±3,844","755,632","(X)",2013
"Management, business, science, and arts occupations","West Virginia","236,302","±3,405","31.30%","±0.4",2013
"Service occupations","West Virginia","141,086","±2,445","18.70%","±0.3",2013
"Sales and office occupations","West Virginia","186,140","±2,898","24.60%","±0.4",2013
"Natural resources, construction, and maintenance occupations","West Virginia","93,322","±2,040","12.40%","±0.3",2013
"Production, transportation, and material moving occupations","West Virginia","98,782","±1,960","13.10%","±0.3",2013
"Civilian employed population 16 years and over","Wisconsin","2,839,636","±6,287","2,839,636","(X)",2013
"Management, business, science, and arts occupations","Wisconsin","963,978","±6,343","33.90%","±0.2",2013
"Service occupations","Wisconsin","482,179","±3,902","17.00%","±0.1",2013
"Sales and office occupations","Wisconsin","676,268","±4,669","23.80%","±0.2",2013
"Natural resources, construction, and maintenance occupations","Wisconsin","242,773","±2,897","8.50%","±0.1",2013
"Production, transportation, and material moving occupations","Wisconsin","474,438","±4,259","16.70%","±0.2",2013
"Civilian employed population 16 years and over","Wyoming","289,823","±1,844","289,823","(X)",2013
"Management, business, science, and arts occupations","Wyoming","93,917","±1,979","32.40%","±0.6",2013
"Service occupations","Wyoming","50,982","±1,379","17.60%","±0.5",2013
"Sales and office occupations","Wyoming","62,776","±1,570","21.70%","±0.5",2013
"Natural resources, construction, and maintenance occupations","Wyoming","45,956","±1,273","15.90%","±0.4",2013
"Production, transportation, and material moving occupations","Wyoming","36,192","±1,401","12.50%","±0.5",2013
"Civilian employed population 16 years and over","Puerto Rico","1,099,138","±5,540","1,099,138","(X)",2013
"Management, business, science, and arts occupations","Puerto Rico","340,104","±4,203","30.90%","±0.3",2013
"Service occupations","Puerto Rico","225,969","±3,358","20.60%","±0.3",2013
"Sales and office occupations","Puerto Rico","304,909","±3,879","27.70%","±0.3",2013
"Natural resources, construction, and maintenance occupations","Puerto Rico","107,815","±2,142","9.80%","±0.2",2013
"Production, transportation, and material moving occupations","Puerto Rico","120,341","±2,694","10.90%","±0.2",2013
"Civilian employed population 16 years and over","Alabama","2,017,887","±6,610","2,017,887","(X)",2012
"Management, business, science, and arts occupations","Alabama","643,951","±5,592","31.90%","±0.3",2012
"Service occupations","Alabama","332,351","±4,653","16.50%","±0.2",2012
"Sales and office occupations","Alabama","507,206","±4,912","25.10%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Alabama","218,389","±3,505","10.80%","±0.2",2012
"Production, transportation, and material moving occupations","Alabama","315,990","±3,877","15.70%","±0.2",2012
"Civilian employed population 16 years and over","Alaska","341,115","±2,245","341,115","(X)",2012
"Management, business, science, and arts occupations","Alaska","121,152","±1,740","35.50%","±0.5",2012
"Service occupations","Alaska","58,858","±1,856","17.30%","±0.5",2012
"Sales and office occupations","Alaska","80,469","±1,706","23.60%","±0.4",2012
"Natural resources, construction, and maintenance occupations","Alaska","42,852","±1,158","12.60%","±0.3",2012
"Production, transportation, and material moving occupations","Alaska","37,784","±1,271","11.10%","±0.4",2012
"Civilian employed population 16 years and over","Arizona","2,733,537","±7,585","2,733,537","(X)",2012
"Management, business, science, and arts occupations","Arizona","951,259","±7,422","34.80%","±0.3",2012
"Service occupations","Arizona","531,042","±5,431","19.40%","±0.2",2012
"Sales and office occupations","Arizona","730,805","±5,863","26.70%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Arizona","262,307","±3,332","9.60%","±0.1",2012
"Production, transportation, and material moving occupations","Arizona","258,124","±3,966","9.40%","±0.1",2012
"Civilian employed population 16 years and over","Arkansas","1,253,069","±5,264","1,253,069","(X)",2012
"Management, business, science, and arts occupations","Arkansas","384,927","±4,830","30.70%","±0.4",2012
"Service occupations","Arkansas","212,875","±3,006","17.00%","±0.2",2012
"Sales and office occupations","Arkansas","307,826","±3,200","24.60%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Arkansas","137,991","±2,741","11.00%","±0.2",2012
"Production, transportation, and material moving occupations","Arkansas","209,450","±3,085","16.70%","±0.2",2012
"Civilian employed population 16 years and over","California","16,614,362","±21,043","16,614,362","(X)",2012
"Management, business, science, and arts occupations","California","6,099,725","±26,124","36.70%","±0.1",2012
"Service occupations","California","3,048,332","±14,483","18.30%","±0.1",2012
"Sales and office occupations","California","4,102,112","±16,845","24.70%","±0.1",2012
"Natural resources, construction, and maintenance occupations","California","1,552,809","±10,169","9.30%","±0.1",2012
"Production, transportation, and material moving occupations","California","1,811,384","±10,125","10.90%","±0.1",2012
"Civilian employed population 16 years and over","Colorado","2,498,972","±6,444","2,498,972","(X)",2012
"Management, business, science, and arts occupations","Colorado","991,008","±6,841","39.70%","±0.2",2012
"Service occupations","Colorado","422,317","±4,793","16.90%","±0.2",2012
"Sales and office occupations","Colorado","615,048","±5,547","24.60%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Colorado","245,650","±3,614","9.80%","±0.1",2012
"Production, transportation, and material moving occupations","Colorado","224,949","±3,924","9.00%","±0.2",2012
"Civilian employed population 16 years and over","Connecticut","1,762,707","±5,695","1,762,707","(X)",2012
"Management, business, science, and arts occupations","Connecticut","721,154","±5,101","40.90%","±0.3",2012
"Service occupations","Connecticut","306,242","±3,937","17.40%","±0.2",2012
"Sales and office occupations","Connecticut","428,801","±4,273","24.30%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Connecticut","133,336","±2,480","7.60%","±0.1",2012
"Production, transportation, and material moving occupations","Connecticut","173,174","±3,402","9.80%","±0.2",2012
"Civilian employed population 16 years and over","Delaware","422,219","±2,705","422,219","(X)",2012
"Management, business, science, and arts occupations","Delaware","157,671","±2,264","37.30%","±0.5",2012
"Service occupations","Delaware","75,746","±2,033","17.90%","±0.5",2012
"Sales and office occupations","Delaware","106,191","±2,063","25.20%","±0.5",2012
"Natural resources, construction, and maintenance occupations","Delaware","37,930","±1,388","9.00%","±0.3",2012
"Production, transportation, and material moving occupations","Delaware","44,681","±1,744","10.60%","±0.4",2012
"Civilian employed population 16 years and over","District of Columbia","308,602","±2,074","308,602","(X)",2012
"Management, business, science, and arts occupations","District of Columbia","183,235","±2,119","59.40%","±0.6",2012
"Service occupations","District of Columbia","48,151","±1,665","15.60%","±0.5",2012
"Sales and office occupations","District of Columbia","54,665","±1,414","17.70%","±0.5",2012
"Natural resources, construction, and maintenance occupations","District of Columbia","9,524","±669","3.10%","±0.2",2012
"Production, transportation, and material moving occupations","District of Columbia","13,027","±866","4.20%","±0.3",2012
"Civilian employed population 16 years and over","Florida","8,220,927","±14,177","8,220,927","(X)",2012
"Management, business, science, and arts occupations","Florida","2,746,419","±18,791","33.40%","±0.2",2012
"Service occupations","Florida","1,658,338","±10,708","20.20%","±0.1",2012
"Sales and office occupations","Florida","2,297,185","±10,534","27.90%","±0.1",2012
"Natural resources, construction, and maintenance occupations","Florida","778,062","±6,976","9.50%","±0.1",2012
"Production, transportation, and material moving occupations","Florida","740,923","±7,241","9.00%","±0.1",2012
"Civilian employed population 16 years and over","Georgia","4,277,991","±11,079","4,277,991","(X)",2012
"Management, business, science, and arts occupations","Georgia","1,512,405","±11,424","35.40%","±0.2",2012
"Service occupations","Georgia","706,914","±6,478","16.50%","±0.2",2012
"Sales and office occupations","Georgia","1,088,320","±7,800","25.40%","±0.2",2012
"Natural resources, construction, and maintenance occupations","Georgia","410,562","±5,479","9.60%","±0.1",2012
"Production, transportation, and material moving occupations","Georgia","559,790","±6,588","13.10%","±0.2",2012
"Civilian employed population 16 years and over","Hawaii","642,284","±3,390","642,284","(X)",2012
"Management, business, science, and arts occupations","Hawaii","214,507","±2,724","33.40%","±0.4",2012
