Year,Data_Value,Income,StratificationCategoryId1,StratificationID1,Mean household income (dollars),Median household income (dollars),LocationDesc
2011,41.0,,RACE,RACEBLK,"64,478","48,669",Michigan
2011,35.4,"$15,000 - $24,999",INC,INC1525,"64,478","48,669",Michigan
2011,30.5,"$25,000 - $34,999",INC,INC2535,"64,478","48,669",Michigan
2011,38.0,,AGEYR,AGEYR5564,"64,478","48,669",Michigan
2011,29.7,,RACE,RACEWHT,"64,478","48,669",Michigan
2011,29.5,,AGEYR,AGEYR65PLUS,"64,478","48,669",Michigan
2011,35.3,,RACE,RACE2PLUS,"64,478","48,669",Michigan
2011,36.7,,RACE,RACEHIS,"64,478","48,669",Michigan
2011,31.3,,OVR,OVERALL,"64,478","48,669",Michigan
2011,26.6,,EDU,EDUCOGRAD,"64,478","48,669",Michigan
2011,32.1,,EDU,EDUHSGRAD,"64,478","48,669",Michigan
2011,17.3,,AGEYR,AGEYR1824,"64,478","48,669",Michigan
2011,32.6,"$50,000 - $74,999",INC,INC5075,"64,478","48,669",Michigan
2011,33.8,,EDU,EDUHS,"64,478","48,669",Michigan
2011,28.6,"$35,000 - $49,999",INC,INC3550,"64,478","48,669",Michigan
2011,28.4,Data not reported,INC,INCNR,"64,478","48,669",Michigan
2011,6.9,,RACE,RACEASN,"64,478","48,669",Michigan
2011,32.8,,EDU,EDUCOTEC,"64,478","48,669",Michigan
2011,30.7,,GEN,FEMALE,"64,478","48,669",Michigan
2011,37.0,"Less than $15,000",INC,INCLESS15,"64,478","48,669",Michigan
2011,31.3,,AGEYR,AGEYR2534,"64,478","48,669",Michigan
2011,33.3,,AGEYR,AGEYR3544,"64,478","48,669",Michigan
2012,30.6,,EDU,EDUHS,"64,538","48,471",Michigan
2012,25.5,,EDU,EDUCOGRAD,"64,538","48,471",Michigan
2012,31.4,,AGEYR,AGEYR2534,"64,538","48,471",Michigan
2012,14.8,,RACE,RACEASN,"64,538","48,471",Michigan
2012,33.2,,AGEYR,AGEYR4554,"64,538","48,471",Michigan
2012,31.5,,GEN,MALE,"64,538","48,471",Michigan
2012,35.3,,RACE,RACE2PLUS,"64,538","48,471",Michigan
2012,30.6,,GEN,FEMALE,"64,538","48,471",Michigan
2012,26.4,Data not reported,INC,INCNR,"64,538","48,471",Michigan
2012,31.1,,OVR,OVERALL,"64,538","48,471",Michigan
2012,32.4,,EDU,EDUCOTEC,"64,538","48,471",Michigan
2012,29.9,,RACE,RACEWHT,"64,538","48,471",Michigan
2012,29.6,,AGEYR,AGEYR65PLUS,"64,538","48,471",Michigan
2012,32.0,"$25,000 - $34,999",INC,INC2535,"64,538","48,471",Michigan
2012,33.4,"$35,000 - $49,999",INC,INC3550,"64,538","48,471",Michigan
2012,26.6,"$75,000 or greater",INC,INC75PLUS,"64,538","48,471",Michigan
2012,37.8,,RACE,RACEBLK,"64,538","48,471",Michigan
2012,37.0,,RACE,RACEHIS,"64,538","48,471",Michigan
2012,33.9,,EDU,EDUHSGRAD,"64,538","48,471",Michigan
2012,35.1,"$15,000 - $24,999",INC,INC1525,"64,538","48,471",Michigan
2012,35.5,"Less than $15,000",INC,INCLESS15,"64,538","48,471",Michigan
2012,35.5,,AGEYR,AGEYR3544,"64,538","48,471",Michigan
2012,18.9,,AGEYR,AGEYR1824,"64,538","48,471",Michigan
2012,31.7,"$50,000 - $74,999",INC,INC5075,"64,538","48,471",Michigan
2012,33.3,,RACE,RACENAA,"64,538","48,471",Michigan
2012,35.6,,AGEYR,AGEYR5564,"64,538","48,471",Michigan
2013,30.3,,AGEYR,AGEYR2534,"64,753","48,411",Michigan
2013,31.5,,EDU,EDUHS,"64,753","48,411",Michigan
2013,5.9,,RACE,RACEASN,"64,753","48,411",Michigan
2013,34.5,,EDU,EDUCOTEC,"64,753","48,411",Michigan
2013,32.7,,RACE,RACEHIS,"64,753","48,411",Michigan
2013,37.3,,AGEYR,AGEYR4554,"64,753","48,411",Michigan
2013,31.9,,GEN,FEMALE,"64,753","48,411",Michigan
2013,32.7,,EDU,EDUHSGRAD,"64,753","48,411",Michigan
2013,34.1,,RACE,RACE2PLUS,"64,753","48,411",Michigan
2013,16.5,,AGEYR,AGEYR1824,"64,753","48,411",Michigan
2013,27.8,"$75,000 or greater",INC,INC75PLUS,"64,753","48,411",Michigan
2013,33.7,,AGEYR,AGEYR3544,"64,753","48,411",Michigan
2013,39.2,,RACE,RACEBLK,"64,753","48,411",Michigan
2013,33.2,"$25,000 - $34,999",INC,INC2535,"64,753","48,411",Michigan
2013,31.0,"$50,000 - $74,999",INC,INC5075,"64,753","48,411",Michigan
2013,29.8,,AGEYR,AGEYR65PLUS,"64,753","48,411",Michigan
2013,36.6,"Less than $15,000",INC,INCLESS15,"64,753","48,411",Michigan
2013,31.1,,GEN,MALE,"64,753","48,411",Michigan
2013,30.6,,RACE,RACEWHT,"64,753","48,411",Michigan
2013,24.2,Data not reported,INC,INCNR,"64,753","48,411",Michigan
2013,25.5,,EDU,EDUCOGRAD,"64,753","48,411",Michigan
2013,37.0,"$15,000 - $24,999",INC,INC1525,"64,753","48,411",Michigan
2013,37.6,,AGEYR,AGEYR5564,"64,753","48,411",Michigan
2013,31.5,,OVR,OVERALL,"64,753","48,411",Michigan
2013,34.4,"$35,000 - $49,999",INC,INC3550,"64,753","48,411",Michigan
2013,33.1,,RACE,RACENAA,"64,753","48,411",Michigan
2014,32.7,,AGEYR,AGEYR65PLUS,"65,790","49,087",Michigan
2014,11.6,,AGEYR,AGEYR1824,"65,790","49,087",Michigan
2014,29.4,,EDU,EDUHS,"65,790","49,087",Michigan
2014,29.1,,AGEYR,AGEYR2534,"65,790","49,087",Michigan
2014,32.8,"$35,000 - $49,999",INC,INC3550,"65,790","49,087",Michigan
2014,30.2,,RACE,RACEWHT,"65,790","49,087",Michigan
2014,30.7,"$50,000 - $74,999",INC,INC5075,"65,790","49,087",Michigan
2014,28.4,,RACE,RACENAA,"65,790","49,087",Michigan
2014,33.6,,RACE,RACEBLK,"65,790","49,087",Michigan
2014,36.0,,AGEYR,AGEYR5564,"65,790","49,087",Michigan
2014,16.7,,RACE,RACEASN,"65,790","49,087",Michigan
2014,35.3,"$25,000 - $34,999",INC,INC2535,"65,790","49,087",Michigan
2014,33.6,,EDU,EDUHSGRAD,"65,790","49,087",Michigan
2014,36.8,,RACE,RACEHIS,"65,790","49,087",Michigan
2014,30.7,,OVR,OVERALL,"65,790","49,087",Michigan
2014,33.3,,AGEYR,AGEYR3544,"65,790","49,087",Michigan
2014,30.9,,GEN,MALE,"65,790","49,087",Michigan
2014,35.3,,RACE,RACE2PLUS,"65,790","49,087",Michigan
2014,25.2,,EDU,EDUCOGRAD,"65,790","49,087",Michigan
2014,34.6,"$15,000 - $24,999",INC,INC1525,"65,790","49,087",Michigan
2014,32.5,"Less than $15,000",INC,INCLESS15,"65,790","49,087",Michigan
2014,25.2,Data not reported,INC,INCNR,"65,790","49,087",Michigan
2014,30.6,,GEN,FEMALE,"65,790","49,087",Michigan
2014,27.5,"$75,000 or greater",INC,INC75PLUS,"65,790","49,087",Michigan
2014,32.4,,EDU,EDUCOTEC,"65,790","49,087",Michigan
2014,36.5,,AGEYR,AGEYR4554,"65,790","49,087",Michigan
2015,16.4,,AGEYR,AGEYR1824,"66,760","49,576",Michigan
2015,35.7,,AGEYR,AGEYR4554,"66,760","49,576",Michigan
2015,31.7,,GEN,MALE,"66,760","49,576",Michigan
2015,31.2,,OVR,OVERALL,"66,760","49,576",Michigan
2015,37.5,,RACE,RACENAA,"66,760","49,576",Michigan
2015,33.5,"$50,000 - $74,999",INC,INC5075,"66,760","49,576",Michigan
2015,41.0,,RACE,RACEHIS,"66,760","49,576",Michigan
2015,32.1,,EDU,EDUCOTEC,"66,760","49,576",Michigan
2015,29.8,,RACE,RACEWHT,"66,760","49,576",Michigan
2015,37.8,,AGEYR,AGEYR3544,"66,760","49,576",Michigan
2015,32.8,"Less than $15,000",INC,INCLESS15,"66,760","49,576",Michigan
2015,30.6,,GEN,FEMALE,"66,760","49,576",Michigan
2015,31.8,,EDU,EDUHS,"66,760","49,576",Michigan
2015,34.0,"$35,000 - $49,999",INC,INC3550,"66,760","49,576",Michigan
2015,36.1,"$25,000 - $34,999",INC,INC2535,"66,760","49,576",Michigan
2015,30.0,,AGEYR,AGEYR65PLUS,"66,760","49,576",Michigan
2015,34.9,,RACE,RACE2PLUS,"66,760","49,576",Michigan
2015,22.3,,RACE,RACEOTH,"66,760","49,576",Michigan
2015,25.7,Data not reported,INC,INCNR,"66,760","49,576",Michigan
2015,27.0,"$75,000 or greater",INC,INC75PLUS,"66,760","49,576",Michigan
2015,25.9,,EDU,EDUCOGRAD,"66,760","49,576",Michigan
2015,34.2,,EDU,EDUHSGRAD,"66,760","49,576",Michigan
2015,9.0,,RACE,RACEASN,"66,760","49,576",Michigan
2015,34.6,,AGEYR,AGEYR5564,"66,760","49,576",Michigan
2015,40.2,,RACE,RACEBLK,"66,760","49,576",Michigan
2015,36.2,"$15,000 - $24,999",INC,INC1525,"66,760","49,576",Michigan
2015,29.9,,AGEYR,AGEYR2534,"66,760","49,576",Michigan
2016,38.4,,RACE,RACEBLK,"68,928","50,803",Michigan
2016,38.7,"Less than $15,000",INC,INCLESS15,"68,928","50,803",Michigan
2016,33.2,,EDU,EDUCOTEC,"68,928","50,803",Michigan
2016,36.3,,EDU,EDUHSGRAD,"68,928","50,803",Michigan
2016,28.9,,AGEYR,AGEYR2534,"68,928","50,803",Michigan
2016,37.0,"$35,000 - $49,999",INC,INC3550,"68,928","50,803",Michigan
2016,36.6,,AGEYR,AGEYR4554,"68,928","50,803",Michigan
2016,32.0,,RACE,RACEWHT,"68,928","50,803",Michigan
2016,32.6,,GEN,FEMALE,"68,928","50,803",Michigan
2016,26.2,,EDU,EDUCOGRAD,"68,928","50,803",Michigan
2016,29.6,Data not reported,INC,INCNR,"68,928","50,803",Michigan
2016,32.5,,OVR,OVERALL,"68,928","50,803",Michigan
2016,32.9,"$50,000 - $74,999",INC,INC5075,"68,928","50,803",Michigan
2016,27.7,"$75,000 or greater",INC,INC75PLUS,"68,928","50,803",Michigan
2016,34.9,,AGEYR,AGEYR5564,"68,928","50,803",Michigan
2016,34.5,"$15,000 - $24,999",INC,INC1525,"68,928","50,803",Michigan
2016,37.3,,RACE,RACEHIS,"68,928","50,803",Michigan
2016,38.0,,AGEYR,AGEYR3544,"68,928","50,803",Michigan
2016,33.8,,EDU,EDUHS,"68,928","50,803",Michigan
2016,32.4,,GEN,MALE,"68,928","50,803",Michigan
2016,34.1,"$25,000 - $34,999",INC,INC2535,"68,928","50,803",Michigan
2016,42.1,,RACE,RACENAA,"68,928","50,803",Michigan
2016,7.7,,RACE,RACEASN,"68,928","50,803",Michigan
2016,34.9,,RACE,RACE2PLUS,"68,928","50,803",Michigan
2016,21.7,,AGEYR,AGEYR1824,"68,928","50,803",Michigan
2016,32.2,,AGEYR,AGEYR65PLUS,"68,928","50,803",Michigan
2017,33.9,"$35,000 - $49,999",INC,INC3550,"72,091","52,668",Michigan
2017,33.7,,EDU,EDUCOTEC,"72,091","52,668",Michigan
2017,35.7,"$15,000 - $24,999",INC,INC1525,"72,091","52,668",Michigan
2017,32.3,,OVR,OVERALL,"72,091","52,668",Michigan
2017,41.2,,RACE,RACEBLK,"72,091","52,668",Michigan
2017,34.1,,EDU,EDUHSGRAD,"72,091","52,668",Michigan
2017,35.5,,AGEYR,AGEYR3544,"72,091","52,668",Michigan
2017,28.8,,RACE,RACE2PLUS,"72,091","52,668",Michigan
2017,32.4,,AGEYR,AGEYR65PLUS,"72,091","52,668",Michigan
2017,36.9,,EDU,EDUHS,"72,091","52,668",Michigan
2017,28.2,Data not reported,INC,INCNR,"72,091","52,668",Michigan
2017,32.8,"$50,000 - $74,999",INC,INC5075,"72,091","52,668",Michigan
2017,37.8,,AGEYR,AGEYR4554,"72,091","52,668",Michigan
2017,33.2,,GEN,FEMALE,"72,091","52,668",Michigan
2017,37.2,,AGEYR,AGEYR5564,"72,091","52,668",Michigan
2017,31.4,,GEN,MALE,"72,091","52,668",Michigan
2017,26.5,,EDU,EDUCOGRAD,"72,091","52,668",Michigan
2017,35.1,"$25,000 - $34,999",INC,INC2535,"72,091","52,668",Michigan
2017,39.7,"Less than $15,000",INC,INCLESS15,"72,091","52,668",Michigan
2017,31.9,,RACE,RACENAA,"72,091","52,668",Michigan
2017,37.7,,RACE,RACEHIS,"72,091","52,668",Michigan
2017,30.9,,RACE,RACEWHT,"72,091","52,668",Michigan
2017,18.1,,AGEYR,AGEYR1824,"72,091","52,668",Michigan
2017,28.9,,AGEYR,AGEYR2534,"72,091","52,668",Michigan
2017,28.6,"$75,000 or greater",INC,INC75PLUS,"72,091","52,668",Michigan
2017,17.1,,RACE,RACEASN,"72,091","52,668",Michigan
2018,34.3,,EDU,EDUHSGRAD,"75,352","54,938",Michigan
2018,40.1,"$15,000 - $24,999",INC,INC1525,"75,352","54,938",Michigan
2018,38.9,,AGEYR,AGEYR4554,"75,352","54,938",Michigan
2018,29.7,"$75,000 or greater",INC,INC75PLUS,"75,352","54,938",Michigan
2018,34.0,,RACE,RACE2PLUS,"75,352","54,938",Michigan
2018,37.9,"Less than $15,000",INC,INCLESS15,"75,352","54,938",Michigan
2018,31.4,,GEN,MALE,"75,352","54,938",Michigan
2018,35.5,,RACE,RACEHIS,"75,352","54,938",Michigan
2018,8.0,,RACE,RACEASN,"75,352","54,938",Michigan
2018,33.5,"$25,000 - $34,999",INC,INC2535,"75,352","54,938",Michigan
2018,28.0,Data not reported,INC,INCNR,"75,352","54,938",Michigan
2018,34.9,,EDU,EDUHS,"75,352","54,938",Michigan
2018,32.4,,RACE,RACEWHT,"75,352","54,938",Michigan
2018,31.4,,AGEYR,AGEYR2534,"75,352","54,938",Michigan
2018,34.6,,GEN,FEMALE,"75,352","54,938",Michigan
2018,31.5,,RACE,RACEOTH,"75,352","54,938",Michigan
2018,32.3,,AGEYR,AGEYR65PLUS,"75,352","54,938",Michigan
2018,40.3,,RACE,RACEBLK,"75,352","54,938",Michigan
2018,33.3,"$50,000 - $74,999",INC,INC5075,"75,352","54,938",Michigan
2018,36.3,"$35,000 - $49,999",INC,INC3550,"75,352","54,938",Michigan
2018,32.6,,RACE,RACENAA,"75,352","54,938",Michigan
2018,36.0,,EDU,EDUCOTEC,"75,352","54,938",Michigan
2018,18.9,,AGEYR,AGEYR1824,"75,352","54,938",Michigan
2018,26.7,,EDU,EDUCOGRAD,"75,352","54,938",Michigan
2018,37.7,,AGEYR,AGEYR5564,"75,352","54,938",Michigan
2018,33.0,,OVR,OVERALL,"75,352","54,938",Michigan
2018,35.7,,AGEYR,AGEYR3544,"75,352","54,938",Michigan
2019,35.0,,RACE,RACEWHT,"78,400","57,144",Michigan
2019,46.1,,RACE,RACEHIS,"78,400","57,144",Michigan
2019,37.3,,EDU,EDUCOTEC,"78,400","57,144",Michigan
2019,36.9,"$50,000 - $74,999",INC,INC5075,"78,400","57,144",Michigan
2019,43.4,"Less than $15,000",INC,INCLESS15,"78,400","57,144",Michigan
2019,38.2,,RACE,RACENAA,"78,400","57,144",Michigan
2019,37.3,,AGEYR,AGEYR3544,"78,400","57,144",Michigan
2019,43.5,"$15,000 - $24,999",INC,INC1525,"78,400","57,144",Michigan
2019,38.1,,EDU,EDUHSGRAD,"78,400","57,144",Michigan
2019,40.0,,RACE,RACE2PLUS,"78,400","57,144",Michigan
2019,32.4,Data not reported,INC,INCNR,"78,400","57,144",Michigan
2019,43.6,,AGEYR,AGEYR4554,"78,400","57,144",Michigan
2019,37.8,"$25,000 - $34,999",INC,INC2535,"78,400","57,144",Michigan
2019,33.9,,AGEYR,AGEYR2534,"78,400","57,144",Michigan
2019,39.6,,EDU,EDUHS,"78,400","57,144",Michigan
2019,43.1,,AGEYR,AGEYR5564,"78,400","57,144",Michigan
2019,32.3,"$75,000 or greater",INC,INC75PLUS,"78,400","57,144",Michigan
2019,24.0,,RACE,RACEOTH,"78,400","57,144",Michigan
2019,9.7,,RACE,RACEASN,"78,400","57,144",Michigan
2019,43.8,,RACE,RACEBLK,"78,400","57,144",Michigan
2019,37.1,,GEN,FEMALE,"78,400","57,144",Michigan
2019,36.0,,OVR,OVERALL,"78,400","57,144",Michigan
2019,20.0,,AGEYR,AGEYR1824,"78,400","57,144",Michigan
2019,35.0,"$35,000 - $49,999",INC,INC3550,"78,400","57,144",Michigan
2019,34.8,,GEN,MALE,"78,400","57,144",Michigan
2019,30.4,,EDU,EDUCOGRAD,"78,400","57,144",Michigan
2019,34.4,,AGEYR,AGEYR65PLUS,"78,400","57,144",Michigan
2020,34.2,,RACE,RACEWHT,"80,803","59,234",Michigan
2020,31.0,,EDU,EDUCOGRAD,"80,803","59,234",Michigan
2020,33.4,,GEN,MALE,"80,803","59,234",Michigan
2020,46.7,,RACE,RACEHIS,"80,803","59,234",Michigan
2020,36.0,"Less than $15,000",INC,INCLESS15,"80,803","59,234",Michigan
2020,40.2,,AGEYR,AGEYR3544,"80,803","59,234",Michigan
2020,35.2,,OVR,OVERALL,"80,803","59,234",Michigan
2020,41.2,"$35,000 - $49,999",INC,INC3550,"80,803","59,234",Michigan
2020,36.6,,EDU,EDUCOTEC,"80,803","59,234",Michigan
2020,28.6,Data not reported,INC,INCNR,"80,803","59,234",Michigan
2020,36.6,,EDU,EDUHSGRAD,"80,803","59,234",Michigan
2020,38.5,,RACE,RACE2PLUS,"80,803","59,234",Michigan
2020,40.6,"$15,000 - $24,999",INC,INC1525,"80,803","59,234",Michigan
2020,40.8,"$25,000 - $34,999",INC,INC2535,"80,803","59,234",Michigan
2020,42.8,,AGEYR,AGEYR4554,"80,803","59,234",Michigan
2020,37.2,,AGEYR,AGEYR5564,"80,803","59,234",Michigan
2020,37.1,"$50,000 - $74,999",INC,INC5075,"80,803","59,234",Michigan
2020,37.7,,EDU,EDUHS,"80,803","59,234",Michigan
2020,8.6,,RACE,RACEASN,"80,803","59,234",Michigan
2020,19.1,,AGEYR,AGEYR1824,"80,803","59,234",Michigan
2020,31.4,"$75,000 or greater",INC,INC75PLUS,"80,803","59,234",Michigan
2020,35.6,,AGEYR,AGEYR65PLUS,"80,803","59,234",Michigan
2020,42.8,,RACE,RACEBLK,"80,803","59,234",Michigan
2020,37.1,,GEN,FEMALE,"80,803","59,234",Michigan
2020,33.2,,AGEYR,AGEYR2534,"80,803","59,234",Michigan
2021,39.6,"Less than $15,000",INC,INCLESS15,"85,727","63,202",Michigan
2021,33.9,,GEN,MALE,"85,727","63,202",Michigan
2021,31.0,Data not reported,INC,INCNR,"85,727","63,202",Michigan
2021,33.5,"$75,000 or greater",INC,INC75PLUS,"85,727","63,202",Michigan
2021,9.3,,RACE,RACEASN,"85,727","63,202",Michigan
2021,30.1,,EDU,EDUCOGRAD,"85,727","63,202",Michigan
2021,37.4,"$35,000 - $49,999",INC,INC3550,"85,727","63,202",Michigan
2021,34.1,,RACE,RACEWHT,"85,727","63,202",Michigan
2021,35.6,,EDU,EDUHS,"85,727","63,202",Michigan
2021,34.4,,OVR,OVERALL,"85,727","63,202",Michigan
2021,34.9,,GEN,FEMALE,"85,727","63,202",Michigan
2021,40.6,,AGEYR,AGEYR4554,"85,727","63,202",Michigan
2021,31.4,,AGEYR,AGEYR65PLUS,"85,727","63,202",Michigan
2021,31.2,,RACE,RACEOTH,"85,727","63,202",Michigan
2021,22.9,,AGEYR,AGEYR1824,"85,727","63,202",Michigan
2021,37.0,,AGEYR,AGEYR3544,"85,727","63,202",Michigan
2021,33.7,"$25,000 - $34,999",INC,INC2535,"85,727","63,202",Michigan
2021,33.9,,EDU,EDUHSGRAD,"85,727","63,202",Michigan
2021,35.5,,RACE,RACE2PLUS,"85,727","63,202",Michigan
2021,40.8,,RACE,RACEBLK,"85,727","63,202",Michigan
2021,39.6,,AGEYR,AGEYR5564,"85,727","63,202",Michigan
2021,33.9,,AGEYR,AGEYR2534,"85,727","63,202",Michigan
2021,41.3,"$15,000 - $24,999",INC,INC1525,"85,727","63,202",Michigan
2021,25.9,,RACE,RACENAA,"85,727","63,202",Michigan
2021,37.0,,RACE,RACEHIS,"85,727","63,202",Michigan
2021,36.0,"$50,000 - $74,999",INC,INC5075,"85,727","63,202",Michigan
2021,37.9,,EDU,EDUCOTEC,"85,727","63,202",Michigan
2022,35.1,"$35,000 - $49,999",INC,INC3550,"92,835","68,505",Michigan
2022,34.5,,OVR,OVERALL,"92,835","68,505",Michigan
2022,19.7,,AGEYR,AGEYR1824,"92,835","68,505",Michigan
2022,33.4,,GEN,MALE,"92,835","68,505",Michigan
2022,9.6,,RACE,RACEASN,"92,835","68,505",Michigan
2022,32.8,"$75,000 or greater",INC,INC75PLUS,"92,835","68,505",Michigan
2022,29.7,,EDU,EDUCOGRAD,"92,835","68,505",Michigan
2022,34.4,,RACE,RACEWHT,"92,835","68,505",Michigan
2022,38.9,,AGEYR,AGEYR3544,"92,835","68,505",Michigan
2022,36.5,,EDU,EDUHS,"92,835","68,505",Michigan
2022,39.1,"$15,000 - $24,999",INC,INC1525,"92,835","68,505",Michigan
2022,35.6,,GEN,FEMALE,"92,835","68,505",Michigan
2022,33.4,,AGEYR,AGEYR65PLUS,"92,835","68,505",Michigan
2022,31.3,Data not reported,INC,INCNR,"92,835","68,505",Michigan
2022,39.9,,AGEYR,AGEYR4554,"92,835","68,505",Michigan
2022,35.8,"$25,000 - $34,999",INC,INC2535,"92,835","68,505",Michigan
2022,26.9,,RACE,RACENAA,"92,835","68,505",Michigan
2022,37.0,,EDU,EDUCOTEC,"92,835","68,505",Michigan
2022,36.8,"$50,000 - $74,999",INC,INC5075,"92,835","68,505",Michigan
2022,34.0,,RACE,RACE2PLUS,"92,835","68,505",Michigan
2022,33.2,,AGEYR,AGEYR2534,"92,835","68,505",Michigan
2022,44.2,"Less than $15,000",INC,INCLESS15,"92,835","68,505",Michigan
2022,42.7,,RACE,RACEBLK,"92,835","68,505",Michigan
2022,35.6,,EDU,EDUHSGRAD,"92,835","68,505",Michigan
2022,39.2,,AGEYR,AGEYR5564,"92,835","68,505",Michigan
2022,37.5,,RACE,RACEHIS,"92,835","68,505",Michigan
2011,20.2,,EDU,EDUCOGRAD,"72,305","57,783",Utah
2011,24.1,,RACE,RACEHIS,"72,305","57,783",Utah
2011,28.3,,AGEYR,AGEYR3544,"72,305","57,783",Utah
2011,19.2,,RACE,RACEOTH,"72,305","57,783",Utah
2011,26.6,"$15,000 - $24,999",INC,INC1525,"72,305","57,783",Utah
2011,26.5,"$25,000 - $34,999",INC,INC2535,"72,305","57,783",Utah
2011,28.1,,AGEYR,AGEYR4554,"72,305","57,783",Utah
2011,25.8,,GEN,MALE,"72,305","57,783",Utah
2011,42.3,,RACE,RACENAA,"72,305","57,783",Utah
2011,31.2,,EDU,EDUHS,"72,305","57,783",Utah
2011,22.5,,AGEYR,AGEYR2534,"72,305","57,783",Utah
2011,22.9,,GEN,FEMALE,"72,305","57,783",Utah
2011,25.4,,EDU,EDUCOTEC,"72,305","57,783",Utah
2011,21.8,"$75,000 or greater",INC,INC75PLUS,"72,305","57,783",Utah
2011,24.4,,OVR,OVERALL,"72,305","57,783",Utah
2011,30.4,,RACE,RACEBLK,"72,305","57,783",Utah
2011,32.7,,AGEYR,AGEYR5564,"72,305","57,783",Utah
2011,24.6,,AGEYR,AGEYR65PLUS,"72,305","57,783",Utah
2011,13.1,,RACE,RACEASN,"72,305","57,783",Utah
2011,18.9,Data not reported,INC,INCNR,"72,305","57,783",Utah
2011,26.2,"$50,000 - $74,999",INC,INC5075,"72,305","57,783",Utah
2011,24.5,,EDU,EDUHSGRAD,"72,305","57,783",Utah
2011,24.4,,RACE,RACEWHT,"72,305","57,783",Utah
2011,28.0,,RACE,RACE2PLUS,"72,305","57,783",Utah
2011,12.9,,AGEYR,AGEYR1824,"72,305","57,783",Utah
2011,28.1,"Less than $15,000",INC,INCLESS15,"72,305","57,783",Utah
2011,27.0,"$35,000 - $49,999",INC,INC3550,"72,305","57,783",Utah
2012,31.8,,AGEYR,AGEYR5564,"73,002","58,164",Utah
2012,25.4,"$15,000 - $24,999",INC,INC1525,"73,002","58,164",Utah
2012,13.9,,RACE,RACEBLK,"73,002","58,164",Utah
2012,24.4,,RACE,RACEWHT,"73,002","58,164",Utah
2012,26.3,"$50,000 - $74,999",INC,INC5075,"73,002","58,164",Utah
2012,12.2,,AGEYR,AGEYR1824,"73,002","58,164",Utah
2012,27.0,,EDU,EDUHS,"73,002","58,164",Utah
2012,15.6,,RACE,RACEOTH,"73,002","58,164",Utah
2012,32.7,,AGEYR,AGEYR4554,"73,002","58,164",Utah
2012,21.7,,EDU,EDUCOGRAD,"73,002","58,164",Utah
2012,24.6,,GEN,MALE,"73,002","58,164",Utah
2012,23.7,,RACE,RACE2PLUS,"73,002","58,164",Utah
2012,22.4,"$75,000 or greater",INC,INC75PLUS,"73,002","58,164",Utah
2012,24.1,"Less than $15,000",INC,INCLESS15,"73,002","58,164",Utah
2012,24.6,,AGEYR,AGEYR3544,"73,002","58,164",Utah
2012,27.9,"$25,000 - $34,999",INC,INC2535,"73,002","58,164",Utah
2012,5.4,,RACE,RACEASN,"73,002","58,164",Utah
2012,25.6,,AGEYR,AGEYR65PLUS,"73,002","58,164",Utah
2012,24.0,,GEN,FEMALE,"73,002","58,164",Utah
2012,24.0,,EDU,EDUHSGRAD,"73,002","58,164",Utah
2012,17.9,Data not reported,INC,INCNR,"73,002","58,164",Utah
2012,37.8,,RACE,RACENAA,"73,002","58,164",Utah
2012,21.8,,AGEYR,AGEYR2534,"73,002","58,164",Utah
2012,24.3,,OVR,OVERALL,"73,002","58,164",Utah
2012,27.5,"$35,000 - $49,999",INC,INC3550,"73,002","58,164",Utah
2012,25.5,,EDU,EDUCOTEC,"73,002","58,164",Utah
2012,26.3,,RACE,RACEHIS,"73,002","58,164",Utah
2013,27.0,"$35,000 - $49,999",INC,INC3550,"73,717","58,821",Utah
2013,26.0,"$25,000 - $34,999",INC,INC2535,"73,717","58,821",Utah
2013,18.0,Data not reported,INC,INCNR,"73,717","58,821",Utah
2013,24.6,,GEN,MALE,"73,717","58,821",Utah
2013,25.5,"$50,000 - $74,999",INC,INC5075,"73,717","58,821",Utah
2013,24.1,,OVR,OVERALL,"73,717","58,821",Utah
2013,26.0,,EDU,EDUCOTEC,"73,717","58,821",Utah
2013,27.4,,RACE,RACENAA,"73,717","58,821",Utah
2013,25.4,,EDU,EDUHSGRAD,"73,717","58,821",Utah
2013,27.7,,RACE,RACEHIS,"73,717","58,821",Utah
2013,23.6,,RACE,RACEWHT,"73,717","58,821",Utah
2013,21.4,,AGEYR,AGEYR2534,"73,717","58,821",Utah
2013,24.7,,RACE,RACE2PLUS,"73,717","58,821",Utah
2013,8.0,,RACE,RACEASN,"73,717","58,821",Utah
2013,20.8,,EDU,EDUCOGRAD,"73,717","58,821",Utah
2013,33.6,,RACE,RACEBLK,"73,717","58,821",Utah
2013,22.1,"$75,000 or greater",INC,INC75PLUS,"73,717","58,821",Utah
2013,21.9,,EDU,EDUHS,"73,717","58,821",Utah
2013,28.1,,AGEYR,AGEYR3544,"73,717","58,821",Utah
2013,23.7,,GEN,FEMALE,"73,717","58,821",Utah
2013,30.4,,AGEYR,AGEYR5564,"73,717","58,821",Utah
2013,25.4,,AGEYR,AGEYR65PLUS,"73,717","58,821",Utah
2013,11.3,,AGEYR,AGEYR1824,"73,717","58,821",Utah
2013,26.3,"Less than $15,000",INC,INCLESS15,"73,717","58,821",Utah
2013,30.7,,AGEYR,AGEYR4554,"73,717","58,821",Utah
2013,27.1,"$15,000 - $24,999",INC,INC1525,"73,717","58,821",Utah
