Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Apr-1991,1991,4,"1,000 Head",Beef Cows,225.6,Commercial,Red Meat
Mar-1991,1991,3,"1,000 Head",Beef Cows,215.5,Commercial,Red Meat
Feb-1991,1991,2,"1,000 Head",Beef Cows,213.4,Commercial,Red Meat
Jan-1991,1991,1,"1,000 Head",Beef Cows,270.0,Commercial,Red Meat
Dec-1990,1990,12,"1,000 Head",Beef Cows,263.9,Commercial,Red Meat
Nov-1990,1990,11,"1,000 Head",Beef Cows,316.2,Commercial,Red Meat
Oct-1990,1990,10,"1,000 Head",Beef Cows,328.6,Commercial,Red Meat
Sep-1990,1990,9,"1,000 Head",Beef Cows,236.7,Commercial,Red Meat
Aug-1990,1990,8,"1,000 Head",Beef Cows,256.7,Commercial,Red Meat
Jul-1990,1990,7,"1,000 Head",Beef Cows,249.7,Commercial,Red Meat
Jun-1990,1990,6,"1,000 Head",Beef Cows,260.6,Commercial,Red Meat
May-1990,1990,5,"1,000 Head",Beef Cows,269.6,Commercial,Red Meat
Apr-1990,1990,4,"1,000 Head",Beef Cows,235.1,Commercial,Red Meat
Mar-1990,1990,3,"1,000 Head",Beef Cows,227.9,Commercial,Red Meat
Feb-1990,1990,2,"1,000 Head",Beef Cows,213.6,Commercial,Red Meat
Jan-1990,1990,1,"1,000 Head",Beef Cows,317.5,Commercial,Red Meat
Dec-1989,1989,12,"1,000 Head",Beef Cows,320.5,Commercial,Red Meat
Nov-1989,1989,11,"1,000 Head",Beef Cows,349.4,Commercial,Red Meat
Oct-1989,1989,10,"1,000 Head",Beef Cows,337.0,Commercial,Red Meat
Sep-1989,1989,9,"1,000 Head",Beef Cows,252.1,Commercial,Red Meat
Aug-1989,1989,8,"1,000 Head",Beef Cows,260.1,Commercial,Red Meat
Jul-1989,1989,7,"1,000 Head",Beef Cows,239.5,Commercial,Red Meat
Jun-1989,1989,6,"1,000 Head",Beef Cows,286.0,Commercial,Red Meat
May-1989,1989,5,"1,000 Head",Beef Cows,306.9,Commercial,Red Meat
Apr-1989,1989,4,"1,000 Head",Beef Cows,262.8,Commercial,Red Meat
Mar-1989,1989,3,"1,000 Head",Beef Cows,253.7,Commercial,Red Meat
Feb-1989,1989,2,"1,000 Head",Beef Cows,207.5,Commercial,Red Meat
Jan-1989,1989,1,"1,000 Head",Beef Cows,273.0,Commercial,Red Meat
Dec-1988,1988,12,"1,000 Head",Beef Cows,282.0,Commercial,Red Meat
Nov-1988,1988,11,"1,000 Head",Beef Cows,326.8,Commercial,Red Meat
Oct-1988,1988,10,"1,000 Head",Beef Cows,320.3,Commercial,Red Meat
Sep-1988,1988,9,"1,000 Head",Beef Cows,269.4,Commercial,Red Meat
Aug-1988,1988,8,"1,000 Head",Beef Cows,282.7,Commercial,Red Meat
Jul-1988,1988,7,"1,000 Head",Beef Cows,270.7,Commercial,Red Meat
Jun-1988,1988,6,"1,000 Head",Beef Cows,318.8,Commercial,Red Meat
May-1988,1988,5,"1,000 Head",Beef Cows,287.7,Commercial,Red Meat
Apr-1988,1988,4,"1,000 Head",Beef Cows,241.6,Commercial,Red Meat
Mar-1988,1988,3,"1,000 Head",Beef Cows,255.4,Commercial,Red Meat
Feb-1988,1988,2,"1,000 Head",Beef Cows,247.1,Commercial,Red Meat
Jan-1988,1988,1,"1,000 Head",Beef Cows,270.3,Commercial,Red Meat
Dec-1987,1987,12,"1,000 Head",Beef Cows,305.1,Commercial,Red Meat
Nov-1987,1987,11,"1,000 Head",Beef Cows,336.6,Commercial,Red Meat
Oct-1987,1987,10,"1,000 Head",Beef Cows,337.6,Commercial,Red Meat
Sep-1987,1987,9,"1,000 Head",Beef Cows,289.6,Commercial,Red Meat
Aug-1987,1987,8,"1,000 Head",Beef Cows,285.9,Commercial,Red Meat
Jul-1987,1987,7,"1,000 Head",Beef Cows,315.2,Commercial,Red Meat
Jun-1987,1987,6,"1,000 Head",Beef Cows,322.6,Commercial,Red Meat
May-1987,1987,5,"1,000 Head",Beef Cows,316.1,Commercial,Red Meat
Apr-1987,1987,4,"1,000 Head",Beef Cows,301.7,Commercial,Red Meat
Mar-1987,1987,3,"1,000 Head",Beef Cows,273.3,Commercial,Red Meat
Feb-1987,1987,2,"1,000 Head",Beef Cows,245.8,Commercial,Red Meat
Jan-1987,1987,1,"1,000 Head",Beef Cows,324.9,Commercial,Red Meat
Dec-1986,1986,12,"1,000 Head",Beef Cows,425.2,Commercial,Red Meat
Nov-1986,1986,11,"1,000 Head",Beef Cows,399.9,Commercial,Red Meat
Oct-1986,1986,10,"1,000 Head",Beef Cows,397.7,Commercial,Red Meat
Sep-1986,1986,9,"1,000 Head",Beef Cows,332.6,Commercial,Red Meat
Aug-1986,1986,8,"1,000 Head",Beef Cows,315.0,Commercial,Red Meat
Jul-1986,1986,7,"1,000 Head",Beef Cows,361.8,Commercial,Red Meat
Jun-1986,1986,6,"1,000 Head",Beef Cows,332.2,Commercial,Red Meat
May-1986,1986,5,"1,000 Head",Beef Cows,349.0,Commercial,Red Meat
Apr-1986,1986,4,"1,000 Head",Beef Cows,275.1,Commercial,Red Meat
Mar-1986,1986,3,"1,000 Head",Beef Cows,305.2,Commercial,Red Meat
Feb-1986,1986,2,"1,000 Head",Beef Cows,291.9,Commercial,Red Meat
Jan-1986,1986,1,"1,000 Head",Beef Cows,441.8,Commercial,Red Meat
Dec-1985,1985,12,"1,000 Head",Beef Cows,371.7,Commercial,Red Meat
Nov-1985,1985,11,"1,000 Head",Beef Cows,355.1,Commercial,Red Meat
Oct-1985,1985,10,"1,000 Head",Beef Cows,368.3,Commercial,Red Meat
Sep-1985,1985,9,"1,000 Head",Beef Cows,280.4,Commercial,Red Meat
Aug-1985,1985,8,"1,000 Head",Beef Cows,284.1,Commercial,Red Meat
Jul-1985,1985,7,"1,000 Head",Beef Cows,280.3,Commercial,Red Meat
Jun-1985,1985,6,"1,000 Head",Beef Cows,253.6,Commercial,Red Meat
May-1985,1985,5,"1,000 Head",Beef Cows,283.9,Commercial,Red Meat
Apr-1985,1985,4,"1,000 Head",Beef Cows,276.4,Commercial,Red Meat
Mar-1985,1985,3,"1,000 Head",Beef Cows,283.9,Commercial,Red Meat
Feb-1985,1985,2,"1,000 Head",Beef Cows,288.9,Commercial,Red Meat
Jan-1985,1985,1,"1,000 Head",Beef Cows,366.0,Commercial,Red Meat
Dec-1984,1984,12,"1,000 Head",Beef Cows,366.9,Commercial,Red Meat
Nov-1984,1984,11,"1,000 Head",Beef Cows,397.1,Commercial,Red Meat
Oct-1984,1984,10,"1,000 Head",Beef Cows,422.0,Commercial,Red Meat
Sep-1984,1984,9,"1,000 Head",Beef Cows,350.8,Commercial,Red Meat
Aug-1984,1984,8,"1,000 Head",Beef Cows,392.7,Commercial,Red Meat
Jul-1984,1984,7,"1,000 Head",Beef Cows,340.2,Commercial,Red Meat
Jun-1984,1984,6,"1,000 Head",Beef Cows,334.2,Commercial,Red Meat
May-1984,1984,5,"1,000 Head",Beef Cows,351.1,Commercial,Red Meat
Apr-1984,1984,4,"1,000 Head",Beef Cows,313.9,Commercial,Red Meat
Mar-1984,1984,3,"1,000 Head",Beef Cows,323.0,Commercial,Red Meat
Feb-1984,1984,2,"1,000 Head",Beef Cows,329.0,Commercial,Red Meat
Jan-1984,1984,1,"1,000 Head",Beef Cows,387.6,Commercial,Red Meat
Dec-1983,1983,12,"1,000 Head",Beef Cows,385.3,Commercial,Red Meat
Nov-1983,1983,11,"1,000 Head",Beef Cows,378.1,Commercial,Red Meat
Oct-1983,1983,10,"1,000 Head",Beef Cows,382.9,Commercial,Red Meat
Sep-1983,1983,9,"1,000 Head",Beef Cows,349.5,Commercial,Red Meat
Aug-1983,1983,8,"1,000 Head",Beef Cows,334.7,Commercial,Red Meat
Jul-1983,1983,7,"1,000 Head",Beef Cows,269.1,Commercial,Red Meat
Jun-1983,1983,6,"1,000 Head",Beef Cows,297.2,Commercial,Red Meat
May-1983,1983,5,"1,000 Head",Beef Cows,283.1,Commercial,Red Meat
Apr-1983,1983,4,"1,000 Head",Beef Cows,265.6,Commercial,Red Meat
Mar-1983,1983,3,"1,000 Head",Beef Cows,272.9,Commercial,Red Meat
Feb-1983,1983,2,"1,000 Head",Beef Cows,252.9,Commercial,Red Meat
Jan-1983,1983,1,"1,000 Head",Beef Cows,323.7,Commercial,Red Meat
Dec-1982,1982,12,"1,000 Head",Beef Cows,363.3,Commercial,Red Meat
Dec-2023,2023,12,"1,000 Head",Dairy Cows,228.6,Commercial,Red Meat
Nov-2023,2023,11,"1,000 Head",Dairy Cows,233.9,Commercial,Red Meat
Oct-2023,2023,10,"1,000 Head",Dairy Cows,248.0,Commercial,Red Meat
Sep-2023,2023,9,"1,000 Head",Dairy Cows,245.3,Commercial,Red Meat
Aug-2023,2023,8,"1,000 Head",Dairy Cows,280.0,Commercial,Red Meat
Jul-2023,2023,7,"1,000 Head",Dairy Cows,248.4,Commercial,Red Meat
Jun-2023,2023,6,"1,000 Head",Dairy Cows,260.2,Commercial,Red Meat
May-2023,2023,5,"1,000 Head",Dairy Cows,253.8,Commercial,Red Meat
Apr-2023,2023,4,"1,000 Head",Dairy Cows,248.6,Commercial,Red Meat
Mar-2023,2023,3,"1,000 Head",Dairy Cows,312.1,Commercial,Red Meat
Feb-2023,2023,2,"1,000 Head",Dairy Cows,271.6,Commercial,Red Meat
Jan-2023,2023,1,"1,000 Head",Dairy Cows,303.7,Commercial,Red Meat
Dec-2022,2022,12,"1,000 Head",Dairy Cows,271.0,Commercial,Red Meat
Nov-2022,2022,11,"1,000 Head",Dairy Cows,255.3,Commercial,Red Meat
Oct-2022,2022,10,"1,000 Head",Dairy Cows,258.2,Commercial,Red Meat
Sep-2022,2022,9,"1,000 Head",Dairy Cows,265.8,Commercial,Red Meat
Aug-2022,2022,8,"1,000 Head",Dairy Cows,271.1,Commercial,Red Meat
Jul-2022,2022,7,"1,000 Head",Dairy Cows,234.2,Commercial,Red Meat
Jun-2022,2022,6,"1,000 Head",Dairy Cows,237.7,Commercial,Red Meat
May-2022,2022,5,"1,000 Head",Dairy Cows,229.8,Commercial,Red Meat
Apr-2022,2022,4,"1,000 Head",Dairy Cows,242.5,Commercial,Red Meat
Mar-2022,2022,3,"1,000 Head",Dairy Cows,303.3,Commercial,Red Meat
Feb-2022,2022,2,"1,000 Head",Dairy Cows,271.8,Commercial,Red Meat
Jan-2022,2022,1,"1,000 Head",Dairy Cows,266.2,Commercial,Red Meat
Dec-2021,2021,12,"1,000 Head",Dairy Cows,272.8,Commercial,Red Meat
Nov-2021,2021,11,"1,000 Head",Dairy Cows,250.0,Commercial,Red Meat
Oct-2021,2021,10,"1,000 Head",Dairy Cows,261.3,Commercial,Red Meat
Sep-2021,2021,9,"1,000 Head",Dairy Cows,270.2,Commercial,Red Meat
Aug-2021,2021,8,"1,000 Head",Dairy Cows,266.3,Commercial,Red Meat
Jul-2021,2021,7,"1,000 Head",Dairy Cows,252.2,Commercial,Red Meat
Jun-2021,2021,6,"1,000 Head",Dairy Cows,242.3,Commercial,Red Meat
May-2021,2021,5,"1,000 Head",Dairy Cows,228.3,Commercial,Red Meat
Apr-2021,2021,4,"1,000 Head",Dairy Cows,262.9,Commercial,Red Meat
Mar-2021,2021,3,"1,000 Head",Dairy Cows,308.5,Commercial,Red Meat
Feb-2021,2021,2,"1,000 Head",Dairy Cows,270.9,Commercial,Red Meat
Jan-2021,2021,1,"1,000 Head",Dairy Cows,283.0,Commercial,Red Meat
Dec-2020,2020,12,"1,000 Head",Dairy Cows,278.6,Commercial,Red Meat
Nov-2020,2020,11,"1,000 Head",Dairy Cows,233.8,Commercial,Red Meat
Oct-2020,2020,10,"1,000 Head",Dairy Cows,264.5,Commercial,Red Meat
Sep-2020,2020,9,"1,000 Head",Dairy Cows,255.8,Commercial,Red Meat
Aug-2020,2020,8,"1,000 Head",Dairy Cows,229.8,Commercial,Red Meat
Jul-2020,2020,7,"1,000 Head",Dairy Cows,238.2,Commercial,Red Meat
Jun-2020,2020,6,"1,000 Head",Dairy Cows,231.7,Commercial,Red Meat
May-2020,2020,5,"1,000 Head",Dairy Cows,239.1,Commercial,Red Meat
Apr-2020,2020,4,"1,000 Head",Dairy Cows,286.1,Commercial,Red Meat
Mar-2020,2020,3,"1,000 Head",Dairy Cows,292.8,Commercial,Red Meat
Feb-2020,2020,2,"1,000 Head",Dairy Cows,270.3,Commercial,Red Meat
Jan-2020,2020,1,"1,000 Head",Dairy Cows,303.4,Commercial,Red Meat
Dec-2019,2019,12,"1,000 Head",Dairy Cows,269.2,Commercial,Red Meat
Nov-2019,2019,11,"1,000 Head",Dairy Cows,259.6,Commercial,Red Meat
Oct-2019,2019,10,"1,000 Head",Dairy Cows,291.1,Commercial,Red Meat
Sep-2019,2019,9,"1,000 Head",Dairy Cows,259.6,Commercial,Red Meat
Aug-2019,2019,8,"1,000 Head",Dairy Cows,270.2,Commercial,Red Meat
Jul-2019,2019,7,"1,000 Head",Dairy Cows,260.1,Commercial,Red Meat
Jun-2019,2019,6,"1,000 Head",Dairy Cows,234.5,Commercial,Red Meat
May-2019,2019,5,"1,000 Head",Dairy Cows,261.6,Commercial,Red Meat
Apr-2019,2019,4,"1,000 Head",Dairy Cows,272.4,Commercial,Red Meat
Mar-2019,2019,3,"1,000 Head",Dairy Cows,307.0,Commercial,Red Meat
Feb-2019,2019,2,"1,000 Head",Dairy Cows,283.3,Commercial,Red Meat
Jan-2019,2019,1,"1,000 Head",Dairy Cows,303.3,Commercial,Red Meat
Dec-2018,2018,12,"1,000 Head",Dairy Cows,264.9,Commercial,Red Meat
Nov-2018,2018,11,"1,000 Head",Dairy Cows,271.8,Commercial,Red Meat
Oct-2018,2018,10,"1,000 Head",Dairy Cows,293.3,Commercial,Red Meat
Sep-2018,2018,9,"1,000 Head",Dairy Cows,251.3,Commercial,Red Meat
Aug-2018,2018,8,"1,000 Head",Dairy Cows,283.6,Commercial,Red Meat
Jul-2018,2018,7,"1,000 Head",Dairy Cows,243.1,Commercial,Red Meat
Jun-2018,2018,6,"1,000 Head",Dairy Cows,240.6,Commercial,Red Meat
May-2018,2018,5,"1,000 Head",Dairy Cows,248.4,Commercial,Red Meat
Apr-2018,2018,4,"1,000 Head",Dairy Cows,252.8,Commercial,Red Meat
Mar-2018,2018,3,"1,000 Head",Dairy Cows,291.3,Commercial,Red Meat
Feb-2018,2018,2,"1,000 Head",Dairy Cows,265.0,Commercial,Red Meat
Jan-2018,2018,1,"1,000 Head",Dairy Cows,294.5,Commercial,Red Meat
Dec-2017,2017,12,"1,000 Head",Dairy Cows,250.9,Commercial,Red Meat
Nov-2017,2017,11,"1,000 Head",Dairy Cows,247.0,Commercial,Red Meat
Oct-2017,2017,10,"1,000 Head",Dairy Cows,265.6,Commercial,Red Meat
Sep-2017,2017,9,"1,000 Head",Dairy Cows,253.8,Commercial,Red Meat
Aug-2017,2017,8,"1,000 Head",Dairy Cows,269.4,Commercial,Red Meat
Jul-2017,2017,7,"1,000 Head",Dairy Cows,228.8,Commercial,Red Meat
Jun-2017,2017,6,"1,000 Head",Dairy Cows,239.9,Commercial,Red Meat
May-2017,2017,5,"1,000 Head",Dairy Cows,240.8,Commercial,Red Meat
Apr-2017,2017,4,"1,000 Head",Dairy Cows,231.7,Commercial,Red Meat
Mar-2017,2017,3,"1,000 Head",Dairy Cows,275.4,Commercial,Red Meat
Feb-2017,2017,2,"1,000 Head",Dairy Cows,257.5,Commercial,Red Meat
Jan-2017,2017,1,"1,000 Head",Dairy Cows,273.7,Commercial,Red Meat
Dec-2016,2016,12,"1,000 Head",Dairy Cows,256.9,Commercial,Red Meat
Nov-2016,2016,11,"1,000 Head",Dairy Cows,246.6,Commercial,Red Meat
Oct-2016,2016,10,"1,000 Head",Dairy Cows,241.4,Commercial,Red Meat
Sep-2016,2016,9,"1,000 Head",Dairy Cows,249.0,Commercial,Red Meat
Aug-2016,2016,8,"1,000 Head",Dairy Cows,248.2,Commercial,Red Meat
Jul-2016,2016,7,"1,000 Head",Dairy Cows,216.1,Commercial,Red Meat
Jun-2016,2016,6,"1,000 Head",Dairy Cows,226.7,Commercial,Red Meat
May-2016,2016,5,"1,000 Head",Dairy Cows,217.8,Commercial,Red Meat
Apr-2016,2016,4,"1,000 Head",Dairy Cows,230.4,Commercial,Red Meat
Mar-2016,2016,3,"1,000 Head",Dairy Cows,266.5,Commercial,Red Meat
Feb-2016,2016,2,"1,000 Head",Dairy Cows,260.9,Commercial,Red Meat
Jan-2016,2016,1,"1,000 Head",Dairy Cows,270.0,Commercial,Red Meat
Dec-2015,2015,12,"1,000 Head",Dairy Cows,259.5,Commercial,Red Meat
Nov-2015,2015,11,"1,000 Head",Dairy Cows,234.4,Commercial,Red Meat
Oct-2015,2015,10,"1,000 Head",Dairy Cows,261.2,Commercial,Red Meat
Sep-2015,2015,9,"1,000 Head",Dairy Cows,255.9,Commercial,Red Meat
Aug-2015,2015,8,"1,000 Head",Dairy Cows,228.8,Commercial,Red Meat
Jul-2015,2015,7,"1,000 Head",Dairy Cows,242.0,Commercial,Red Meat
Jun-2015,2015,6,"1,000 Head",Dairy Cows,224.8,Commercial,Red Meat
May-2015,2015,5,"1,000 Head",Dairy Cows,217.1,Commercial,Red Meat
Apr-2015,2015,4,"1,000 Head",Dairy Cows,246.7,Commercial,Red Meat
Mar-2015,2015,3,"1,000 Head",Dairy Cows,265.1,Commercial,Red Meat
Feb-2015,2015,2,"1,000 Head",Dairy Cows,246.4,Commercial,Red Meat
Jan-2015,2015,1,"1,000 Head",Dairy Cows,280.2,Commercial,Red Meat
Dec-2014,2014,12,"1,000 Head",Dairy Cows,261.2,Commercial,Red Meat
Nov-2014,2014,11,"1,000 Head",Dairy Cows,221.6,Commercial,Red Meat
Oct-2014,2014,10,"1,000 Head",Dairy Cows,256.6,Commercial,Red Meat
Sep-2014,2014,9,"1,000 Head",Dairy Cows,241.6,Commercial,Red Meat
Aug-2014,2014,8,"1,000 Head",Dairy Cows,231.9,Commercial,Red Meat
Jul-2014,2014,7,"1,000 Head",Dairy Cows,235.2,Commercial,Red Meat
Jun-2014,2014,6,"1,000 Head",Dairy Cows,202.5,Commercial,Red Meat
May-2014,2014,5,"1,000 Head",Dairy Cows,212.6,Commercial,Red Meat
Apr-2014,2014,4,"1,000 Head",Dairy Cows,233.4,Commercial,Red Meat
Mar-2014,2014,3,"1,000 Head",Dairy Cows,249.6,Commercial,Red Meat
Feb-2014,2014,2,"1,000 Head",Dairy Cows,240.9,Commercial,Red Meat
Jan-2014,2014,1,"1,000 Head",Dairy Cows,274.8,Commercial,Red Meat
Dec-2013,2013,12,"1,000 Head",Dairy Cows,261.2,Commercial,Red Meat
Nov-2013,2013,11,"1,000 Head",Dairy Cows,253.2,Commercial,Red Meat
Oct-2013,2013,10,"1,000 Head",Dairy Cows,282.0,Commercial,Red Meat
Sep-2013,2013,9,"1,000 Head",Dairy Cows,262.7,Commercial,Red Meat
Aug-2013,2013,8,"1,000 Head",Dairy Cows,269.7,Commercial,Red Meat
Jul-2013,2013,7,"1,000 Head",Dairy Cows,254.2,Commercial,Red Meat
Jun-2013,2013,6,"1,000 Head",Dairy Cows,223.4,Commercial,Red Meat
May-2013,2013,5,"1,000 Head",Dairy Cows,251.2,Commercial,Red Meat
Apr-2013,2013,4,"1,000 Head",Dairy Cows,272.6,Commercial,Red Meat
Mar-2013,2013,3,"1,000 Head",Dairy Cows,278.7,Commercial,Red Meat
Feb-2013,2013,2,"1,000 Head",Dairy Cows,264.3,Commercial,Red Meat
Jan-2013,2013,1,"1,000 Head",Dairy Cows,302.3,Commercial,Red Meat
Dec-2012,2012,12,"1,000 Head",Dairy Cows,263.2,Commercial,Red Meat
Nov-2012,2012,11,"1,000 Head",Dairy Cows,273.2,Commercial,Red Meat
Oct-2012,2012,10,"1,000 Head",Dairy Cows,291.0,Commercial,Red Meat
Sep-2012,2012,9,"1,000 Head",Dairy Cows,255.4,Commercial,Red Meat
Aug-2012,2012,8,"1,000 Head",Dairy Cows,279.5,Commercial,Red Meat
Jul-2012,2012,7,"1,000 Head",Dairy Cows,242.3,Commercial,Red Meat
Jun-2012,2012,6,"1,000 Head",Dairy Cows,232.3,Commercial,Red Meat
May-2012,2012,5,"1,000 Head",Dairy Cows,254.8,Commercial,Red Meat
Apr-2012,2012,4,"1,000 Head",Dairy Cows,243.7,Commercial,Red Meat
Mar-2012,2012,3,"1,000 Head",Dairy Cows,282.1,Commercial,Red Meat
Feb-2012,2012,2,"1,000 Head",Dairy Cows,265.6,Commercial,Red Meat
Jan-2012,2012,1,"1,000 Head",Dairy Cows,268.7,Commercial,Red Meat
Dec-2011,2011,12,"1,000 Head",Dairy Cows,266.5,Commercial,Red Meat
Nov-2011,2011,11,"1,000 Head",Dairy Cows,257.0,Commercial,Red Meat
Oct-2011,2011,10,"1,000 Head",Dairy Cows,247.4,Commercial,Red Meat
Sep-2011,2011,9,"1,000 Head",Dairy Cows,251.1,Commercial,Red Meat
Aug-2011,2011,8,"1,000 Head",Dairy Cows,248.1,Commercial,Red Meat
Jul-2011,2011,7,"1,000 Head",Dairy Cows,209.8,Commercial,Red Meat
Jun-2011,2011,6,"1,000 Head",Dairy Cows,222.2,Commercial,Red Meat
May-2011,2011,5,"1,000 Head",Dairy Cows,223.4,Commercial,Red Meat
Apr-2011,2011,4,"1,000 Head",Dairy Cows,241.5,Commercial,Red Meat
Mar-2011,2011,3,"1,000 Head",Dairy Cows,272.3,Commercial,Red Meat
Feb-2011,2011,2,"1,000 Head",Dairy Cows,252.9,Commercial,Red Meat
Jan-2011,2011,1,"1,000 Head",Dairy Cows,268.4,Commercial,Red Meat
Dec-2010,2010,12,"1,000 Head",Dairy Cows,269.3,Commercial,Red Meat
Nov-2010,2010,11,"1,000 Head",Dairy Cows,245.1,Commercial,Red Meat
Oct-2010,2010,10,"1,000 Head",Dairy Cows,235.9,Commercial,Red Meat
Sep-2010,2010,9,"1,000 Head",Dairy Cows,247.4,Commercial,Red Meat
Aug-2010,2010,8,"1,000 Head",Dairy Cows,234.3,Commercial,Red Meat
Jul-2010,2010,7,"1,000 Head",Dairy Cows,228.8,Commercial,Red Meat
Jun-2010,2010,6,"1,000 Head",Dairy Cows,217.4,Commercial,Red Meat
May-2010,2010,5,"1,000 Head",Dairy Cows,212.2,Commercial,Red Meat
Apr-2010,2010,4,"1,000 Head",Dairy Cows,238.5,Commercial,Red Meat
Mar-2010,2010,3,"1,000 Head",Dairy Cows,260.8,Commercial,Red Meat
Feb-2010,2010,2,"1,000 Head",Dairy Cows,226.8,Commercial,Red Meat
Jan-2010,2010,1,"1,000 Head",Dairy Cows,236.4,Commercial,Red Meat
Dec-2009,2009,12,"1,000 Head",Dairy Cows,235.5,Commercial,Red Meat
Nov-2009,2009,11,"1,000 Head",Dairy Cows,212.6,Commercial,Red Meat
Oct-2009,2009,10,"1,000 Head",Dairy Cows,231.3,Commercial,Red Meat
Sep-2009,2009,9,"1,000 Head",Dairy Cows,240.7,Commercial,Red Meat
Aug-2009,2009,8,"1,000 Head",Dairy Cows,242.7,Commercial,Red Meat
Jul-2009,2009,7,"1,000 Head",Dairy Cows,231.2,Commercial,Red Meat
Jun-2009,2009,6,"1,000 Head",Dairy Cows,259.9,Commercial,Red Meat
May-2009,2009,5,"1,000 Head",Dairy Cows,215.0,Commercial,Red Meat
Apr-2009,2009,4,"1,000 Head",Dairy Cows,218.9,Commercial,Red Meat
Mar-2009,2009,3,"1,000 Head",Dairy Cows,242.5,Commercial,Red Meat
Feb-2009,2009,2,"1,000 Head",Dairy Cows,248.2,Commercial,Red Meat
Jan-2009,2009,1,"1,000 Head",Dairy Cows,286.2,Commercial,Red Meat
Dec-2008,2008,12,"1,000 Head",Dairy Cows,233.1,Commercial,Red Meat
Nov-2008,2008,11,"1,000 Head",Dairy Cows,211.7,Commercial,Red Meat
Oct-2008,2008,10,"1,000 Head",Dairy Cows,240.7,Commercial,Red Meat
Sep-2008,2008,9,"1,000 Head",Dairy Cows,227.1,Commercial,Red Meat
Aug-2008,2008,8,"1,000 Head",Dairy Cows,229.7,Commercial,Red Meat
Jul-2008,2008,7,"1,000 Head",Dairy Cows,211.6,Commercial,Red Meat
Jun-2008,2008,6,"1,000 Head",Dairy Cows,183.7,Commercial,Red Meat
May-2008,2008,5,"1,000 Head",Dairy Cows,197.5,Commercial,Red Meat
Apr-2008,2008,4,"1,000 Head",Dairy Cows,222.7,Commercial,Red Meat
Mar-2008,2008,3,"1,000 Head",Dairy Cows,218.7,Commercial,Red Meat
Feb-2008,2008,2,"1,000 Head",Dairy Cows,218.0,Commercial,Red Meat
Jan-2008,2008,1,"1,000 Head",Dairy Cows,240.0,Commercial,Red Meat
Dec-2007,2007,12,"1,000 Head",Dairy Cows,208.3,Commercial,Red Meat
Nov-2007,2007,11,"1,000 Head",Dairy Cows,220.8,Commercial,Red Meat
Oct-2007,2007,10,"1,000 Head",Dairy Cows,249.1,Commercial,Red Meat
Sep-2007,2007,9,"1,000 Head",Dairy Cows,202.9,Commercial,Red Meat
Aug-2007,2007,8,"1,000 Head",Dairy Cows,214.9,Commercial,Red Meat
Jul-2007,2007,7,"1,000 Head",Dairy Cows,182.9,Commercial,Red Meat
Jun-2007,2007,6,"1,000 Head",Dairy Cows,176.2,Commercial,Red Meat
May-2007,2007,5,"1,000 Head",Dairy Cows,194.0,Commercial,Red Meat
Apr-2007,2007,4,"1,000 Head",Dairy Cows,216.7,Commercial,Red Meat
Mar-2007,2007,3,"1,000 Head",Dairy Cows,234.2,Commercial,Red Meat
Feb-2007,2007,2,"1,000 Head",Dairy Cows,205.4,Commercial,Red Meat
Jan-2007,2007,1,"1,000 Head",Dairy Cows,232.0,Commercial,Red Meat
Dec-2006,2006,12,"1,000 Head",Dairy Cows,215.4,Commercial,Red Meat
Nov-2006,2006,11,"1,000 Head",Dairy Cows,222.5,Commercial,Red Meat
Oct-2006,2006,10,"1,000 Head",Dairy Cows,222.7,Commercial,Red Meat
Sep-2006,2006,9,"1,000 Head",Dairy Cows,209.9,Commercial,Red Meat
Aug-2006,2006,8,"1,000 Head",Dairy Cows,219.7,Commercial,Red Meat
Jul-2006,2006,7,"1,000 Head",Dairy Cows,177.0,Commercial,Red Meat
Jun-2006,2006,6,"1,000 Head",Dairy Cows,183.2,Commercial,Red Meat
May-2006,2006,5,"1,000 Head",Dairy Cows,179.8,Commercial,Red Meat
Apr-2006,2006,4,"1,000 Head",Dairy Cows,173.2,Commercial,Red Meat
Mar-2006,2006,3,"1,000 Head",Dairy Cows,210.5,Commercial,Red Meat
Feb-2006,2006,2,"1,000 Head",Dairy Cows,173.8,Commercial,Red Meat
Jan-2006,2006,1,"1,000 Head",Dairy Cows,205.5,Commercial,Red Meat
Dec-2005,2005,12,"1,000 Head",Dairy Cows,203.2,Commercial,Red Meat
Nov-2005,2005,11,"1,000 Head",Dairy Cows,212.0,Commercial,Red Meat
Oct-2005,2005,10,"1,000 Head",Dairy Cows,204.0,Commercial,Red Meat
Sep-2005,2005,9,"1,000 Head",Dairy Cows,193.2,Commercial,Red Meat
Aug-2005,2005,8,"1,000 Head",Dairy Cows,193.3,Commercial,Red Meat
Jul-2005,2005,7,"1,000 Head",Dairy Cows,164.9,Commercial,Red Meat
Jun-2005,2005,6,"1,000 Head",Dairy Cows,167.1,Commercial,Red Meat
May-2005,2005,5,"1,000 Head",Dairy Cows,166.1,Commercial,Red Meat
Apr-2005,2005,4,"1,000 Head",Dairy Cows,175.6,Commercial,Red Meat
Mar-2005,2005,3,"1,000 Head",Dairy Cows,202.8,Commercial,Red Meat
Feb-2005,2005,2,"1,000 Head",Dairy Cows,188.7,Commercial,Red Meat
