,Unnamed: 0,Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
1020,1020,Dec-20,2020,12,Million Pounds,Pork,419.77,Red Meat
1021,1021,Nov-20,2020,11,Million Pounds,Pork,447.12,Red Meat
1022,1022,Oct-20,2020,10,Million Pounds,Pork,465.62,Red Meat
1023,1023,Sep-20,2020,9,Million Pounds,Pork,464.92,Red Meat
1024,1024,Aug-20,2020,8,Million Pounds,Pork,460.64,Red Meat
1025,1025,Jul-20,2020,7,Million Pounds,Pork,460.17,Red Meat
1026,1026,Jun-20,2020,6,Million Pounds,Pork,467.93,Red Meat
1027,1027,May-20,2020,5,Million Pounds,Pork,611.22,Red Meat
1028,1028,Apr-20,2020,4,Million Pounds,Pork,616.95,Red Meat
1029,1029,Mar-20,2020,3,Million Pounds,Pork,648.98,Red Meat
1030,1030,Feb-20,2020,2,Million Pounds,Pork,625.59,Red Meat
1031,1031,Jan-20,2020,1,Million Pounds,Pork,580.46,Red Meat
1032,1032,Dec-19,2019,12,Million Pounds,Pork,574.84,Red Meat
1033,1033,Nov-19,2019,11,Million Pounds,Pork,611.92,Red Meat
1034,1034,Oct-19,2019,10,Million Pounds,Pork,598.75,Red Meat
1035,1035,Sep-19,2019,9,Million Pounds,Pork,606.78,Red Meat
1036,1036,Aug-19,2019,8,Million Pounds,Pork,611.69,Red Meat
1037,1037,Jul-19,2019,7,Million Pounds,Pork,619.45,Red Meat
1038,1038,Jun-19,2019,6,Million Pounds,Pork,628.96,Red Meat
1039,1039,May-19,2019,5,Million Pounds,Pork,621.46,Red Meat
1040,1040,Apr-19,2019,4,Million Pounds,Pork,608.38,Red Meat
1041,1041,Mar-19,2019,3,Million Pounds,Pork,615.67,Red Meat
1042,1042,Feb-19,2019,2,Million Pounds,Pork,562.73,Red Meat
1043,1043,Jan-19,2019,1,Million Pounds,Pork,505.29,Red Meat
1044,1044,Dec-18,2018,12,Million Pounds,Pork,507.67,Red Meat
1045,1045,Nov-18,2018,11,Million Pounds,Pork,570.92,Red Meat
1046,1046,Oct-18,2018,10,Million Pounds,Pork,589.4,Red Meat
1047,1047,Sep-18,2018,9,Million Pounds,Pork,581.51,Red Meat
1048,1048,Aug-18,2018,8,Million Pounds,Pork,552.03,Red Meat
1049,1049,Jul-18,2018,7,Million Pounds,Pork,561.88,Red Meat
1050,1050,Jun-18,2018,6,Million Pounds,Pork,623.73,Red Meat
1051,1051,May-18,2018,5,Million Pounds,Pork,634.72,Red Meat
1052,1052,Apr-18,2018,4,Million Pounds,Pork,611.01,Red Meat
1053,1053,Mar-18,2018,3,Million Pounds,Pork,609.81,Red Meat
1054,1054,Feb-18,2018,2,Million Pounds,Pork,580.71,Red Meat
1055,1055,Jan-18,2018,1,Million Pounds,Pork,490.05,Red Meat
1056,1056,Dec-17,2017,12,Million Pounds,Pork,502.32,Red Meat
1057,1057,Nov-17,2017,11,Million Pounds,Pork,598.37,Red Meat
1058,1058,Oct-17,2017,10,Million Pounds,Pork,618.56,Red Meat
1059,1059,Sep-17,2017,9,Million Pounds,Pork,575.7,Red Meat
1060,1060,Aug-17,2017,8,Million Pounds,Pork,554.85,Red Meat
1061,1061,Jul-17,2017,7,Million Pounds,Pork,559.01,Red Meat
1062,1062,Jun-17,2017,6,Million Pounds,Pork,588.22,Red Meat
1063,1063,May-17,2017,5,Million Pounds,Pork,590.32,Red Meat
1064,1064,Apr-17,2017,4,Million Pounds,Pork,545.46,Red Meat
1065,1065,Mar-17,2017,3,Million Pounds,Pork,567.86,Red Meat
1066,1066,Feb-17,2017,2,Million Pounds,Pork,524.22,Red Meat
1067,1067,Jan-17,2017,1,Million Pounds,Pork,475.39,Red Meat
1068,1068,Dec-16,2016,12,Million Pounds,Pork,518.81,Red Meat
1069,1069,Nov-16,2016,11,Million Pounds,Pork,599.01,Red Meat
1070,1070,Oct-16,2016,10,Million Pounds,Pork,642.3,Red Meat
1071,1071,Sep-16,2016,9,Million Pounds,Pork,608.96,Red Meat
1072,1072,Aug-16,2016,8,Million Pounds,Pork,598.59,Red Meat
1073,1073,Jul-16,2016,7,Million Pounds,Pork,586.48,Red Meat
1074,1074,Jun-16,2016,6,Million Pounds,Pork,616.12,Red Meat
1075,1075,May-16,2016,5,Million Pounds,Pork,637.32,Red Meat
1076,1076,Apr-16,2016,4,Million Pounds,Pork,613.8,Red Meat
1077,1077,Mar-16,2016,3,Million Pounds,Pork,628.95,Red Meat
1078,1078,Feb-16,2016,2,Million Pounds,Pork,625.25,Red Meat
1079,1079,Jan-16,2016,1,Million Pounds,Pork,545.7,Red Meat
1080,1080,Dec-15,2015,12,Million Pounds,Pork,560.92,Red Meat
1081,1081,Nov-15,2015,11,Million Pounds,Pork,603.45,Red Meat
1082,1082,Oct-15,2015,10,Million Pounds,Pork,655.93,Red Meat
1083,1083,Sep-15,2015,9,Million Pounds,Pork,653.76,Red Meat
1084,1084,Aug-15,2015,8,Million Pounds,Pork,633.21,Red Meat
1085,1085,Jul-15,2015,7,Million Pounds,Pork,634.53,Red Meat
1086,1086,Jun-15,2015,6,Million Pounds,Pork,655.3,Red Meat
1087,1087,May-15,2015,5,Million Pounds,Pork,701.08,Red Meat
1088,1088,Apr-15,2015,4,Million Pounds,Pork,672.43,Red Meat
1089,1089,Mar-15,2015,3,Million Pounds,Pork,686.06,Red Meat
1090,1090,Feb-15,2015,2,Million Pounds,Pork,595.67,Red Meat
1091,1091,Jan-15,2015,1,Million Pounds,Pork,503.79,Red Meat
1092,1092,Dec-14,2014,12,Million Pounds,Pork,492.75,Red Meat
1093,1093,Nov-14,2014,11,Million Pounds,Pork,533.08,Red Meat
1094,1094,Oct-14,2014,10,Million Pounds,Pork,550.62,Red Meat
1095,1095,Sep-14,2014,9,Million Pounds,Pork,543.67,Red Meat
1096,1096,Aug-14,2014,8,Million Pounds,Pork,533.26,Red Meat
1097,1097,Jul-14,2014,7,Million Pounds,Pork,537.45,Red Meat
1098,1098,Jun-14,2014,6,Million Pounds,Pork,575.82,Red Meat
1099,1099,May-14,2014,5,Million Pounds,Pork,583.89,Red Meat
1100,1100,Apr-14,2014,4,Million Pounds,Pork,575.54,Red Meat
1101,1101,Mar-14,2014,3,Million Pounds,Pork,654.71,Red Meat
1102,1102,Feb-14,2014,2,Million Pounds,Pork,618.75,Red Meat
1103,1103,Jan-14,2014,1,Million Pounds,Pork,554.33,Red Meat
1104,1104,Dec-13,2013,12,Million Pounds,Pork,546.24,Red Meat
1105,1105,Nov-13,2013,11,Million Pounds,Pork,565.02,Red Meat
1106,1106,Oct-13,2013,10,Million Pounds,Pork,567.83,Red Meat
1107,1107,Sep-13,2013,9,Million Pounds,Pork,548.98,Red Meat
1108,1108,Aug-13,2013,8,Million Pounds,Pork,543.67,Red Meat
1109,1109,Jul-13,2013,7,Million Pounds,Pork,565.06,Red Meat
1110,1110,Jun-13,2013,6,Million Pounds,Pork,658.95,Red Meat
1111,1111,May-13,2013,5,Million Pounds,Pork,700.98,Red Meat
1112,1112,Apr-13,2013,4,Million Pounds,Pork,647.78,Red Meat
1113,1113,Mar-13,2013,3,Million Pounds,Pork,633.4,Red Meat
1114,1114,Feb-13,2013,2,Million Pounds,Pork,606.43,Red Meat
1115,1115,Jan-13,2013,1,Million Pounds,Pork,551.51,Red Meat
1116,1116,Dec-12,2012,12,Million Pounds,Pork,558.69,Red Meat
1117,1117,Nov-12,2012,11,Million Pounds,Pork,603.5,Red Meat
1118,1118,Oct-12,2012,10,Million Pounds,Pork,630.45,Red Meat
1119,1119,Sep-12,2012,9,Million Pounds,Pork,585.8,Red Meat
1120,1120,Aug-12,2012,8,Million Pounds,Pork,549.62,Red Meat
1121,1121,Jul-12,2012,7,Million Pounds,Pork,592.88,Red Meat
1122,1122,Jun-12,2012,6,Million Pounds,Pork,636.02,Red Meat
1123,1123,May-12,2012,5,Million Pounds,Pork,659.73,Red Meat
1124,1124,Apr-12,2012,4,Million Pounds,Pork,610.32,Red Meat
1125,1125,Mar-12,2012,3,Million Pounds,Pork,622.67,Red Meat
1126,1126,Feb-12,2012,2,Million Pounds,Pork,585.31,Red Meat
1127,1127,Jan-12,2012,1,Million Pounds,Pork,484.5,Red Meat
1128,1128,Dec-11,2011,12,Million Pounds,Pork,495.12,Red Meat
1129,1129,Nov-11,2011,11,Million Pounds,Pork,488.72,Red Meat
1130,1130,Oct-11,2011,10,Million Pounds,Pork,491.91,Red Meat
1131,1131,Sep-11,2011,9,Million Pounds,Pork,442.9,Red Meat
1132,1132,Aug-11,2011,8,Million Pounds,Pork,454.34,Red Meat
1133,1133,Jul-11,2011,7,Million Pounds,Pork,495.06,Red Meat
1134,1134,Jun-11,2011,6,Million Pounds,Pork,548.32,Red Meat
1135,1135,May-11,2011,5,Million Pounds,Pork,549.28,Red Meat
1136,1136,Apr-11,2011,4,Million Pounds,Pork,574.4,Red Meat
1137,1137,Mar-11,2011,3,Million Pounds,Pork,574.24,Red Meat
1138,1138,Feb-11,2011,2,Million Pounds,Pork,538.75,Red Meat
1139,1139,Jan-11,2011,1,Million Pounds,Pork,475.83,Red Meat
1140,1140,Dec-10,2010,12,Million Pounds,Pork,467.95,Red Meat
1141,1141,Nov-10,2010,11,Million Pounds,Pork,481.65,Red Meat
1142,1142,Oct-10,2010,10,Million Pounds,Pork,424.32,Red Meat
1143,1143,Sep-10,2010,9,Million Pounds,Pork,388.29,Red Meat
1144,1144,Aug-10,2010,8,Million Pounds,Pork,391.19,Red Meat
1145,1145,Jul-10,2010,7,Million Pounds,Pork,412.98,Red Meat
1146,1146,Jun-10,2010,6,Million Pounds,Pork,446.05,Red Meat
1147,1147,May-10,2010,5,Million Pounds,Pork,483.71,Red Meat
1148,1148,Apr-10,2010,4,Million Pounds,Pork,513.07,Red Meat
1149,1149,Mar-10,2010,3,Million Pounds,Pork,515.91,Red Meat
1150,1150,Feb-10,2010,2,Million Pounds,Pork,492.29,Red Meat
1151,1151,Jan-10,2010,1,Million Pounds,Pork,471.13,Red Meat
1152,1152,Dec-09,2009,12,Million Pounds,Pork,482.82,Red Meat
1153,1153,Nov-09,2009,11,Million Pounds,Pork,516.3,Red Meat
1154,1154,Oct-09,2009,10,Million Pounds,Pork,528.68,Red Meat
1155,1155,Sep-09,2009,9,Million Pounds,Pork,530.15,Red Meat
1156,1156,Aug-09,2009,8,Million Pounds,Pork,539.7,Red Meat
1157,1157,Jul-09,2009,7,Million Pounds,Pork,577.91,Red Meat
1158,1158,Jun-09,2009,6,Million Pounds,Pork,584.54,Red Meat
1159,1159,May-09,2009,5,Million Pounds,Pork,612.29,Red Meat
1160,1160,Apr-09,2009,4,Million Pounds,Pork,594.13,Red Meat
1161,1161,Mar-09,2009,3,Million Pounds,Pork,624.48,Red Meat
1162,1162,Feb-09,2009,2,Million Pounds,Pork,606.94,Red Meat
1163,1163,Jan-09,2009,1,Million Pounds,Pork,555.64,Red Meat
1164,1164,Dec-08,2008,12,Million Pounds,Pork,526.68,Red Meat
1165,1165,Nov-08,2008,11,Million Pounds,Pork,528.03,Red Meat
1166,1166,Oct-08,2008,10,Million Pounds,Pork,526.17,Red Meat
1167,1167,Sep-08,2008,9,Million Pounds,Pork,502.67,Red Meat
1168,1168,Aug-08,2008,8,Million Pounds,Pork,505.27,Red Meat
1169,1169,Jul-08,2008,7,Million Pounds,Pork,530.12,Red Meat
1170,1170,Jun-08,2008,6,Million Pounds,Pork,579.4,Red Meat
1171,1171,May-08,2008,5,Million Pounds,Pork,663.44,Red Meat
1172,1172,Apr-08,2008,4,Million Pounds,Pork,657.34,Red Meat
1173,1173,Mar-08,2008,3,Million Pounds,Pork,611.83,Red Meat
1174,1174,Feb-08,2008,2,Million Pounds,Pork,574.93,Red Meat
1175,1175,Jan-08,2008,1,Million Pounds,Pork,458.67,Red Meat
1176,1176,Dec-07,2007,12,Million Pounds,Pork,474.57,Red Meat
1177,1177,Nov-07,2007,11,Million Pounds,Pork,494.75,Red Meat
1178,1178,Oct-07,2007,10,Million Pounds,Pork,484.93,Red Meat
1179,1179,Sep-07,2007,9,Million Pounds,Pork,458.25,Red Meat
1180,1180,Aug-07,2007,8,Million Pounds,Pork,455.85,Red Meat
1181,1181,Jul-07,2007,7,Million Pounds,Pork,467.95,Red Meat
1182,1182,Jun-07,2007,6,Million Pounds,Pork,491.95,Red Meat
1183,1183,May-07,2007,5,Million Pounds,Pork,528.53,Red Meat
1184,1184,Apr-07,2007,4,Million Pounds,Pork,494.76,Red Meat
1185,1185,Mar-07,2007,3,Million Pounds,Pork,483.2,Red Meat
1186,1186,Feb-07,2007,2,Million Pounds,Pork,484.3,Red Meat
1187,1187,Jan-07,2007,1,Million Pounds,Pork,442.5,Red Meat
1188,1188,Dec-06,2006,12,Million Pounds,Pork,468.48,Red Meat
1189,1189,Nov-06,2006,11,Million Pounds,Pork,488.41,Red Meat
1190,1190,Oct-06,2006,10,Million Pounds,Pork,458.36,Red Meat
1191,1191,Sep-06,2006,9,Million Pounds,Pork,415.56,Red Meat
1192,1192,Aug-06,2006,8,Million Pounds,Pork,417.77,Red Meat
1193,1193,Jul-06,2006,7,Million Pounds,Pork,412.62,Red Meat
1194,1194,Jun-06,2006,6,Million Pounds,Pork,477.01,Red Meat
1195,1195,May-06,2006,5,Million Pounds,Pork,520.02,Red Meat
1196,1196,Apr-06,2006,4,Million Pounds,Pork,504.98,Red Meat
1197,1197,Mar-06,2006,3,Million Pounds,Pork,528.25,Red Meat
1198,1198,Feb-06,2006,2,Million Pounds,Pork,527.68,Red Meat
1199,1199,Jan-06,2006,1,Million Pounds,Pork,421.31,Red Meat
1200,1200,Dec-05,2005,12,Million Pounds,Pork,431.28,Red Meat
1201,1201,Nov-05,2005,11,Million Pounds,Pork,440.69,Red Meat
1202,1202,Oct-05,2005,10,Million Pounds,Pork,425.55,Red Meat
1203,1203,Sep-05,2005,9,Million Pounds,Pork,408.49,Red Meat
1204,1204,Aug-05,2005,8,Million Pounds,Pork,442.92,Red Meat
1205,1205,Jul-05,2005,7,Million Pounds,Pork,488.61,Red Meat
1206,1206,Jun-05,2005,6,Million Pounds,Pork,511.23,Red Meat
1207,1207,May-05,2005,5,Million Pounds,Pork,562.81,Red Meat
1208,1208,Apr-05,2005,4,Million Pounds,Pork,540.23,Red Meat
1209,1209,Mar-05,2005,3,Million Pounds,Pork,538.22,Red Meat
1210,1210,Feb-05,2005,2,Million Pounds,Pork,496.79,Red Meat
1211,1211,Jan-05,2005,1,Million Pounds,Pork,482.85,Red Meat
1212,1212,Dec-04,2004,12,Million Pounds,Pork,436.33,Red Meat
1213,1213,Nov-04,2004,11,Million Pounds,Pork,423.06,Red Meat
1214,1214,Oct-04,2004,10,Million Pounds,Pork,413.82,Red Meat
1215,1215,Sep-04,2004,9,Million Pounds,Pork,382.11,Red Meat
1216,1216,Aug-04,2004,8,Million Pounds,Pork,366.81,Red Meat
1217,1217,Jul-04,2004,7,Million Pounds,Pork,373.01,Red Meat
1218,1218,Jun-04,2004,6,Million Pounds,Pork,412.84,Red Meat
1219,1219,May-04,2004,5,Million Pounds,Pork,448.55,Red Meat
1220,1220,Apr-04,2004,4,Million Pounds,Pork,447.35,Red Meat
1221,1221,Mar-04,2004,3,Million Pounds,Pork,477.12,Red Meat
1222,1222,Feb-04,2004,2,Million Pounds,Pork,504.11,Red Meat
1223,1223,Jan-04,2004,1,Million Pounds,Pork,470.66,Red Meat
1224,1224,Dec-03,2003,12,Million Pounds,Pork,438.94,Red Meat
1225,1225,Nov-03,2003,11,Million Pounds,Pork,446.84,Red Meat
1226,1226,Oct-03,2003,10,Million Pounds,Pork,435.15,Red Meat
1227,1227,Sep-03,2003,9,Million Pounds,Pork,430.24,Red Meat
1228,1228,Aug-03,2003,8,Million Pounds,Pork,440.65,Red Meat
1229,1229,Jul-03,2003,7,Million Pounds,Pork,460.01,Red Meat
1230,1230,Jun-03,2003,6,Million Pounds,Pork,499.72,Red Meat
1231,1231,May-03,2003,5,Million Pounds,Pork,519.99,Red Meat
1232,1232,Apr-03,2003,4,Million Pounds,Pork,530.5,Red Meat
1233,1233,Mar-03,2003,3,Million Pounds,Pork,519.71,Red Meat
1234,1234,Feb-03,2003,2,Million Pounds,Pork,512.66,Red Meat
1235,1235,Jan-03,2003,1,Million Pounds,Pork,468.5,Red Meat
1236,1236,Dec-02,2002,12,Million Pounds,Pork,463.94,Red Meat
1237,1237,Nov-02,2002,11,Million Pounds,Pork,489.8,Red Meat
1238,1238,Oct-02,2002,10,Million Pounds,Pork,480.23,Red Meat
1239,1239,Sep-02,2002,9,Million Pounds,Pork,464.38,Red Meat
1240,1240,Aug-02,2002,8,Million Pounds,Pork,472.18,Red Meat
1241,1241,Jul-02,2002,7,Million Pounds,Pork,497.82,Red Meat
1242,1242,Jun-02,2002,6,Million Pounds,Pork,548,Red Meat
1243,1243,May-02,2002,5,Million Pounds,Pork,567.72,Red Meat
1244,1244,Apr-02,2002,4,Million Pounds,Pork,531.45,Red Meat
1245,1245,Mar-02,2002,3,Million Pounds,Pork,510.93,Red Meat
1246,1246,Feb-02,2002,2,Million Pounds,Pork,503.88,Red Meat
1247,1247,Jan-02,2002,1,Million Pounds,Pork,464.96,Red Meat
1248,1248,Dec-01,2001,12,Million Pounds,Pork,432.73,Red Meat
1249,1249,Nov-01,2001,11,Million Pounds,Pork,430.56,Red Meat
1250,1250,Oct-01,2001,10,Million Pounds,Pork,366.95,Red Meat
1251,1251,Sep-01,2001,9,Million Pounds,Pork,332.57,Red Meat
1252,1252,Aug-01,2001,8,Million Pounds,Pork,339.55,Red Meat
1253,1253,Jul-01,2001,7,Million Pounds,Pork,374.11,Red Meat
1254,1254,Jun-01,2001,6,Million Pounds,Pork,421.47,Red Meat
1255,1255,May-01,2001,5,Million Pounds,Pork,432.6,Red Meat
1256,1256,Apr-01,2001,4,Million Pounds,Pork,432.3,Red Meat
1257,1257,Mar-01,2001,3,Million Pounds,Pork,468.29,Red Meat
1258,1258,Feb-01,2001,2,Million Pounds,Pork,471.38,Red Meat
1259,1259,Jan-01,2001,1,Million Pounds,Pork,411.48,Red Meat
1260,1260,Dec-00,2000,12,Million Pounds,Pork,445.61,Red Meat
1261,1261,Nov-00,2000,11,Million Pounds,Pork,438.56,Red Meat
1262,1262,Oct-00,2000,10,Million Pounds,Pork,439.52,Red Meat
1263,1263,Sep-00,2000,9,Million Pounds,Pork,455.59,Red Meat
1264,1264,Aug-00,2000,8,Million Pounds,Pork,478.47,Red Meat
1265,1265,Jul-00,2000,7,Million Pounds,Pork,495.46,Red Meat
1266,1266,Jun-00,2000,6,Million Pounds,Pork,537.86,Red Meat
1267,1267,May-00,2000,5,Million Pounds,Pork,532.06,Red Meat
1268,1268,Apr-00,2000,4,Million Pounds,Pork,534.67,Red Meat
1269,1269,Mar-00,2000,3,Million Pounds,Pork,523.47,Red Meat
1270,1270,Feb-00,2000,2,Million Pounds,Pork,481.39,Red Meat
1271,1271,Jan-00,2000,1,Million Pounds,Pork,415.38,Red Meat
1272,1272,Dec-99,1999,12,Million Pounds,Pork,422.54,Red Meat
1273,1273,Nov-99,1999,11,Million Pounds,Pork,438.06,Red Meat
1274,1274,Oct-99,1999,10,Million Pounds,Pork,430.59,Red Meat
1275,1275,Sep-99,1999,9,Million Pounds,Pork,432.61,Red Meat
1276,1276,Aug-99,1999,8,Million Pounds,Pork,494.62,Red Meat
1277,1277,Jul-99,1999,7,Million Pounds,Pork,528.55,Red Meat
1278,1278,Jun-99,1999,6,Million Pounds,Pork,572.7,Red Meat
1279,1279,May-99,1999,5,Million Pounds,Pork,596.93,Red Meat
1280,1280,Apr-99,1999,4,Million Pounds,Pork,552.84,Red Meat
1281,1281,Mar-99,1999,3,Million Pounds,Pork,540.85,Red Meat
1282,1282,Feb-99,1999,2,Million Pounds,Pork,510.32,Red Meat
1283,1283,Jan-99,1999,1,Million Pounds,Pork,503.51,Red Meat
1284,1284,Dec-98,1998,12,Million Pounds,Pork,443.44,Red Meat
1285,1285,Nov-98,1998,11,Million Pounds,Pork,411.89,Red Meat
1286,1286,Oct-98,1998,10,Million Pounds,Pork,388.85,Red Meat
1287,1287,Sep-98,1998,9,Million Pounds,Pork,392.56,Red Meat
1288,1288,Aug-98,1998,8,Million Pounds,Pork,414.62,Red Meat
1289,1289,Jul-98,1998,7,Million Pounds,Pork,426.81,Red Meat
1290,1290,Jun-98,1998,6,Million Pounds,Pork,477.36,Red Meat
1291,1291,May-98,1998,5,Million Pounds,Pork,487.04,Red Meat
1292,1292,Apr-98,1998,4,Million Pounds,Pork,458.81,Red Meat
1293,1293,Mar-98,1998,3,Million Pounds,Pork,464.45,Red Meat
1294,1294,Feb-98,1998,2,Million Pounds,Pork,446.13,Red Meat
1295,1295,Jan-98,1998,1,Million Pounds,Pork,346.39,Red Meat
1296,1296,Dec-97,1997,12,Million Pounds,Pork,334.1,Red Meat
1297,1297,Nov-97,1997,11,Million Pounds,Pork,354.24,Red Meat
1298,1298,Oct-97,1997,10,Million Pounds,Pork,346.64,Red Meat
1299,1299,Sep-97,1997,9,Million Pounds,Pork,371.75,Red Meat
1300,1300,Aug-97,1997,8,Million Pounds,Pork,388.67,Red Meat
1301,1301,Jul-97,1997,7,Million Pounds,Pork,406.2,Red Meat
1302,1302,Jun-97,1997,6,Million Pounds,Pork,413.35,Red Meat
1303,1303,May-97,1997,5,Million Pounds,Pork,440.25,Red Meat
1304,1304,Apr-97,1997,4,Million Pounds,Pork,404.72,Red Meat
1305,1305,Mar-97,1997,3,Million Pounds,Pork,383.88,Red Meat
1306,1306,Feb-97,1997,2,Million Pounds,Pork,342.17,Red Meat
1307,1307,Jan-97,1997,1,Million Pounds,Pork,313.82,Red Meat
1308,1308,Dec-96,1996,12,Million Pounds,Pork,316.39,Red Meat
1309,1309,Nov-96,1996,11,Million Pounds,Pork,333.35,Red Meat
1310,1310,Oct-96,1996,10,Million Pounds,Pork,340.27,Red Meat
1311,1311,Sep-96,1996,9,Million Pounds,Pork,322.87,Red Meat
1312,1312,Aug-96,1996,8,Million Pounds,Pork,322.66,Red Meat
1313,1313,Jul-96,1996,7,Million Pounds,Pork,351.84,Red Meat
1314,1314,Jun-96,1996,6,Million Pounds,Pork,381.33,Red Meat
1315,1315,May-96,1996,5,Million Pounds,Pork,385.49,Red Meat
1316,1316,Apr-96,1996,4,Million Pounds,Pork,352.86,Red Meat
1317,1317,Mar-96,1996,3,Million Pounds,Pork,385.53,Red Meat
1318,1318,Feb-96,1996,2,Million Pounds,Pork,382.22,Red Meat
1319,1319,Jan-96,1996,1,Million Pounds,Pork,334.78,Red Meat
1320,1320,Dec-95,1995,12,Million Pounds,Pork,347.14,Red Meat
1321,1321,Nov-95,1995,11,Million Pounds,Pork,321.63,Red Meat
1322,1322,Oct-95,1995,10,Million Pounds,Pork,332.63,Red Meat
1323,1323,Sep-95,1995,9,Million Pounds,Pork,354,Red Meat
1324,1324,Aug-95,1995,8,Million Pounds,Pork,408.31,Red Meat
1325,1325,Jul-95,1995,7,Million Pounds,Pork,431.14,Red Meat
1326,1326,Jun-95,1995,6,Million Pounds,Pork,434.91,Red Meat
1327,1327,May-95,1995,5,Million Pounds,Pork,422.31,Red Meat
1328,1328,Apr-95,1995,4,Million Pounds,Pork,414.7,Red Meat
1329,1329,Mar-95,1995,3,Million Pounds,Pork,395.05,Red Meat
1330,1330,Feb-95,1995,2,Million Pounds,Pork,389.47,Red Meat
1331,1331,Jan-95,1995,1,Million Pounds,Pork,365.32,Red Meat
1332,1332,Dec-94,1994,12,Million Pounds,Pork,383.19,Red Meat
1333,1333,Nov-94,1994,11,Million Pounds,Pork,385.41,Red Meat
1334,1334,Oct-94,1994,10,Million Pounds,Pork,352.69,Red Meat
1335,1335,Sep-94,1994,9,Million Pounds,Pork,364.01,Red Meat
1336,1336,Aug-94,1994,8,Million Pounds,Pork,393.7,Red Meat
1337,1337,Jul-94,1994,7,Million Pounds,Pork,410.83,Red Meat
1338,1338,Jun-94,1994,6,Million Pounds,Pork,437.55,Red Meat
1339,1339,May-94,1994,5,Million Pounds,Pork,429.69,Red Meat
1340,1340,Apr-94,1994,4,Million Pounds,Pork,393.07,Red Meat
1341,1341,Mar-94,1994,3,Million Pounds,Pork,356.93,Red Meat
1342,1342,Feb-94,1994,2,Million Pounds,Pork,348.81,Red Meat
1343,1343,Jan-94,1994,1,Million Pounds,Pork,299.21,Red Meat
1344,1344,Dec-93,1993,12,Million Pounds,Pork,313.01,Red Meat
1345,1345,Nov-93,1993,11,Million Pounds,Pork,324.83,Red Meat
1346,1346,Oct-93,1993,10,Million Pounds,Pork,311.24,Red Meat
1347,1347,Sep-93,1993,9,Million Pounds,Pork,308.91,Red Meat
1348,1348,Aug-93,1993,8,Million Pounds,Pork,342.48,Red Meat
1349,1349,Jul-93,1993,7,Million Pounds,Pork,351.34,Red Meat
1350,1350,Jun-93,1993,6,Million Pounds,Pork,371.63,Red Meat
1351,1351,May-93,1993,5,Million Pounds,Pork,378.5,Red Meat
1352,1352,Apr-93,1993,4,Million Pounds,Pork,330.44,Red Meat
1353,1353,Mar-93,1993,3,Million Pounds,Pork,344.4,Red Meat
1354,1354,Feb-93,1993,2,Million Pounds,Pork,329.49,Red Meat
1355,1355,Jan-93,1993,1,Million Pounds,Pork,314.53,Red Meat
1356,1356,Dec-92,1992,12,Million Pounds,Pork,316.67,Red Meat
1357,1357,Nov-92,1992,11,Million Pounds,Pork,306.82,Red Meat
1358,1358,Oct-92,1992,10,Million Pounds,Pork,297.27,Red Meat
1359,1359,Sep-92,1992,9,Million Pounds,Pork,266.68,Red Meat
1360,1360,Aug-92,1992,8,Million Pounds,Pork,307.04,Red Meat
1361,1361,Jul-92,1992,7,Million Pounds,Pork,319.04,Red Meat
1362,1362,Jun-92,1992,6,Million Pounds,Pork,344.88,Red Meat
1363,1363,May-92,1992,5,Million Pounds,Pork,362.6,Red Meat
1364,1364,Apr-92,1992,4,Million Pounds,Pork,372.24,Red Meat
1365,1365,Mar-92,1992,3,Million Pounds,Pork,352.99,Red Meat
1366,1366,Feb-92,1992,2,Million Pounds,Pork,341.17,Red Meat
1367,1367,Jan-92,1992,1,Million Pounds,Pork,311.14,Red Meat
1368,1368,Dec-91,1991,12,Million Pounds,Pork,308.01,Red Meat
1369,1369,Nov-91,1991,11,Million Pounds,Pork,299.66,Red Meat
1370,1370,Oct-91,1991,10,Million Pounds,Pork,280.55,Red Meat
1371,1371,Sep-91,1991,9,Million Pounds,Pork,282.35,Red Meat
1372,1372,Aug-91,1991,8,Million Pounds,Pork,277.93,Red Meat
1373,1373,Jul-91,1991,7,Million Pounds,Pork,312.25,Red Meat
1374,1374,Jun-91,1991,6,Million Pounds,Pork,333.33,Red Meat
1375,1375,May-91,1991,5,Million Pounds,Pork,340.04,Red Meat
1376,1376,Apr-91,1991,4,Million Pounds,Pork,288.98,Red Meat
1377,1377,Mar-91,1991,3,Million Pounds,Pork,281.23,Red Meat
1378,1378,Feb-91,1991,2,Million Pounds,Pork,247.01,Red Meat
1379,1379,Jan-91,1991,1,Million Pounds,Pork,233.57,Red Meat
1380,1380,Dec-90,1990,12,Million Pounds,Pork,221.47,Red Meat
1381,1381,Nov-90,1990,11,Million Pounds,Pork,231.88,Red Meat
1382,1382,Oct-90,1990,10,Million Pounds,Pork,225.8,Red Meat
1383,1383,Sep-90,1990,9,Million Pounds,Pork,224.75,Red Meat
1384,1384,Aug-90,1990,8,Million Pounds,Pork,256.44,Red Meat
1385,1385,Jul-90,1990,7,Million Pounds,Pork,292.6,Red Meat
1386,1386,Jun-90,1990,6,Million Pounds,Pork,320.25,Red Meat
1387,1387,May-90,1990,5,Million Pounds,Pork,320.29,Red Meat
1388,1388,Apr-90,1990,4,Million Pounds,Pork,294.56,Red Meat
