"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"4665","Jan-2005","2005","1","Sows",258500,"Commercial","Red Meat"
"4666","Dec-2004","2004","12","Sows",278600,"Commercial","Red Meat"
"4667","Nov-2004","2004","11","Sows",272300,"Commercial","Red Meat"
"4668","Oct-2004","2004","10","Sows",266200,"Commercial","Red Meat"
"4669","Sep-2004","2004","9","Sows",281100,"Commercial","Red Meat"
"4670","Aug-2004","2004","8","Sows",281700,"Commercial","Red Meat"
"4671","Jul-2004","2004","7","Sows",271400,"Commercial","Red Meat"
"4672","Jun-2004","2004","6","Sows",284600,"Commercial","Red Meat"
"4673","May-2004","2004","5","Sows",257700,"Commercial","Red Meat"
"4674","Apr-2004","2004","4","Sows",285300,"Commercial","Red Meat"
"4675","Mar-2004","2004","3","Sows",305600,"Commercial","Red Meat"
"4676","Feb-2004","2004","2","Sows",258700,"Commercial","Red Meat"
"4677","Jan-2004","2004","1","Sows",262600,"Commercial","Red Meat"
"4678","Dec-2003","2003","12","Sows",284100,"Commercial","Red Meat"
"4679","Nov-2003","2003","11","Sows",247300,"Commercial","Red Meat"
"4680","Oct-2003","2003","10","Sows",289300,"Commercial","Red Meat"
"4681","Sep-2003","2003","9","Sows",282800,"Commercial","Red Meat"
"4682","Aug-2003","2003","8","Sows",267100,"Commercial","Red Meat"
"4683","Jul-2003","2003","7","Sows",289700,"Commercial","Red Meat"
"4684","Jun-2003","2003","6","Sows",277800,"Commercial","Red Meat"
"4685","May-2003","2003","5","Sows",272500,"Commercial","Red Meat"
"4686","Apr-2003","2003","4","Sows",268200,"Commercial","Red Meat"
"4687","Mar-2003","2003","3","Sows",271000,"Commercial","Red Meat"
"4688","Feb-2003","2003","2","Sows",233400,"Commercial","Red Meat"
"4689","Jan-2003","2003","1","Sows",272000,"Commercial","Red Meat"
"4690","Dec-2002","2002","12","Sows",263500,"Commercial","Red Meat"
"4691","Nov-2002","2002","11","Sows",261300,"Commercial","Red Meat"
"4692","Oct-2002","2002","10","Sows",297400,"Commercial","Red Meat"
"4693","Sep-2002","2002","9","Sows",266300,"Commercial","Red Meat"
"4694","Aug-2002","2002","8","Sows",304900,"Commercial","Red Meat"
"4695","Jul-2002","2002","7","Sows",291600,"Commercial","Red Meat"
"4696","Jun-2002","2002","6","Sows",263100,"Commercial","Red Meat"
"4697","May-2002","2002","5","Sows",274500,"Commercial","Red Meat"
"4698","Apr-2002","2002","4","Sows",260500,"Commercial","Red Meat"
"4699","Mar-2002","2002","3","Sows",252800,"Commercial","Red Meat"
"4700","Feb-2002","2002","2","Sows",228400,"Commercial","Red Meat"
"4701","Jan-2002","2002","1","Sows",264100,"Commercial","Red Meat"
"4702","Dec-2001","2001","12","Sows",242900,"Commercial","Red Meat"
"4703","Nov-2001","2001","11","Sows",256000,"Commercial","Red Meat"
"4704","Oct-2001","2001","10","Sows",278900,"Commercial","Red Meat"
"4705","Sep-2001","2001","9","Sows",242300,"Commercial","Red Meat"
"4706","Aug-2001","2001","8","Sows",260500,"Commercial","Red Meat"
"4707","Jul-2001","2001","7","Sows",243900,"Commercial","Red Meat"
"4708","Jun-2001","2001","6","Sows",247000,"Commercial","Red Meat"
"4709","May-2001","2001","5","Sows",262100,"Commercial","Red Meat"
"4710","Apr-2001","2001","4","Sows",248600,"Commercial","Red Meat"
"4711","Mar-2001","2001","3","Sows",269800,"Commercial","Red Meat"
"4712","Feb-2001","2001","2","Sows",226400,"Commercial","Red Meat"
"4713","Jan-2001","2001","1","Sows",275700,"Commercial","Red Meat"
"4714","Dec-2000","2000","12","Sows",240400,"Commercial","Red Meat"
"4715","Nov-2000","2000","11","Sows",271700,"Commercial","Red Meat"
"4716","Oct-2000","2000","10","Sows",274800,"Commercial","Red Meat"
"4717","Sep-2000","2000","9","Sows",254800,"Commercial","Red Meat"
"4718","Aug-2000","2000","8","Sows",284500,"Commercial","Red Meat"
"4719","Jul-2000","2000","7","Sows",245200,"Commercial","Red Meat"
"4720","Jun-2000","2000","6","Sows",266000,"Commercial","Red Meat"
"4721","May-2000","2000","5","Sows",252400,"Commercial","Red Meat"
"4722","Apr-2000","2000","4","Sows",225600,"Commercial","Red Meat"
"4723","Mar-2000","2000","3","Sows",267500,"Commercial","Red Meat"
"4724","Feb-2000","2000","2","Sows",235800,"Commercial","Red Meat"
"4725","Jan-2000","2000","1","Sows",234900,"Commercial","Red Meat"
"4726","Dec-1999","1999","12","Sows",271900,"Commercial","Red Meat"
"4727","Nov-1999","1999","11","Sows",284100,"Commercial","Red Meat"
"4728","Oct-1999","1999","10","Sows",276000,"Commercial","Red Meat"
"4729","Sep-1999","1999","9","Sows",293700,"Commercial","Red Meat"
"4730","Aug-1999","1999","8","Sows",307700,"Commercial","Red Meat"
"4731","Jul-1999","1999","7","Sows",281900,"Commercial","Red Meat"
"4732","Jun-1999","1999","6","Sows",282900,"Commercial","Red Meat"
"4733","May-1999","1999","5","Sows",251500,"Commercial","Red Meat"
"4734","Apr-1999","1999","4","Sows",280100,"Commercial","Red Meat"
"4735","Mar-1999","1999","3","Sows",308000,"Commercial","Red Meat"
"4736","Feb-1999","1999","2","Sows",269500,"Commercial","Red Meat"
"4737","Jan-1999","1999","1","Sows",288800,"Commercial","Red Meat"
"4738","Dec-1998","1998","12","Sows",320900,"Commercial","Red Meat"
"4739","Nov-1998","1998","11","Sows",292700,"Commercial","Red Meat"
"4740","Oct-1998","1998","10","Sows",313900,"Commercial","Red Meat"
"4741","Sep-1998","1998","9","Sows",302500,"Commercial","Red Meat"
"4742","Aug-1998","1998","8","Sows",301300,"Commercial","Red Meat"
"4743","Jul-1998","1998","7","Sows",314800,"Commercial","Red Meat"
"4744","Jun-1998","1998","6","Sows",293000,"Commercial","Red Meat"
"4745","May-1998","1998","5","Sows",265500,"Commercial","Red Meat"
"4746","Apr-1998","1998","4","Sows",286600,"Commercial","Red Meat"
"4747","Mar-1998","1998","3","Sows",284000,"Commercial","Red Meat"
"4748","Feb-1998","1998","2","Sows",251500,"Commercial","Red Meat"
"4749","Jan-1998","1998","1","Sows",270600,"Commercial","Red Meat"
"4750","Dec-1997","1997","12","Sows",287500,"Commercial","Red Meat"
"4751","Nov-1997","1997","11","Sows",268000,"Commercial","Red Meat"
"4752","Oct-1997","1997","10","Sows",289400,"Commercial","Red Meat"
"4753","Sep-1997","1997","9","Sows",269300,"Commercial","Red Meat"
"4754","Aug-1997","1997","8","Sows",254800,"Commercial","Red Meat"
"4755","Jul-1997","1997","7","Sows",268800,"Commercial","Red Meat"
"4756","Jun-1997","1997","6","Sows",259100,"Commercial","Red Meat"
"4757","May-1997","1997","5","Sows",248700,"Commercial","Red Meat"
"4758","Apr-1997","1997","4","Sows",256500,"Commercial","Red Meat"
"4759","Mar-1997","1997","3","Sows",240000,"Commercial","Red Meat"
"4760","Feb-1997","1997","2","Sows",226000,"Commercial","Red Meat"
"4761","Jan-1997","1997","1","Sows",255200,"Commercial","Red Meat"
"4762","Dec-1996","1996","12","Sows",255300,"Commercial","Red Meat"
"4763","Nov-1996","1996","11","Sows",250100,"Commercial","Red Meat"
"4764","Oct-1996","1996","10","Sows",284200,"Commercial","Red Meat"
"4765","Sep-1996","1996","9","Sows",266000,"Commercial","Red Meat"
"4766","Aug-1996","1996","8","Sows",290000,"Commercial","Red Meat"
"4767","Jul-1996","1996","7","Sows",304400,"Commercial","Red Meat"
"4768","Jun-1996","1996","6","Sows",280700,"Commercial","Red Meat"
"4769","May-1996","1996","5","Sows",320700,"Commercial","Red Meat"
"4770","Apr-1996","1996","4","Sows",331900,"Commercial","Red Meat"
"4771","Mar-1996","1996","3","Sows",302900,"Commercial","Red Meat"
"4772","Feb-1996","1996","2","Sows",298100,"Commercial","Red Meat"
"4773","Jan-1996","1996","1","Sows",311000,"Commercial","Red Meat"
"4774","Dec-1995","1995","12","Sows",294600,"Commercial","Red Meat"
"4775","Nov-1995","1995","11","Sows",312200,"Commercial","Red Meat"
"4776","Oct-1995","1995","10","Sows",304100,"Commercial","Red Meat"
"4777","Sep-1995","1995","9","Sows",307600,"Commercial","Red Meat"
"4778","Aug-1995","1995","8","Sows",353400,"Commercial","Red Meat"
"4779","Jul-1995","1995","7","Sows",319000,"Commercial","Red Meat"
"4780","Jun-1995","1995","6","Sows",342800,"Commercial","Red Meat"
"4781","May-1995","1995","5","Sows",311000,"Commercial","Red Meat"
"4782","Apr-1995","1995","4","Sows",269000,"Commercial","Red Meat"
"4783","Mar-1995","1995","3","Sows",326500,"Commercial","Red Meat"
"4784","Feb-1995","1995","2","Sows",285800,"Commercial","Red Meat"
"4785","Jan-1995","1995","1","Sows",333000,"Commercial","Red Meat"
"4786","Dec-1994","1994","12","Sows",390800,"Commercial","Red Meat"
"4787","Nov-1994","1994","11","Sows",386600,"Commercial","Red Meat"
"4788","Oct-1994","1994","10","Sows",362000,"Commercial","Red Meat"
"4789","Sep-1994","1994","9","Sows",343500,"Commercial","Red Meat"
"4790","Aug-1994","1994","8","Sows",367200,"Commercial","Red Meat"
"4791","Jul-1994","1994","7","Sows",324700,"Commercial","Red Meat"
"4792","Jun-1994","1994","6","Sows",339400,"Commercial","Red Meat"
"4793","May-1994","1994","5","Sows",294600,"Commercial","Red Meat"
"4794","Apr-1994","1994","4","Sows",286300,"Commercial","Red Meat"
"4795","Mar-1994","1994","3","Sows",333200,"Commercial","Red Meat"
"4796","Feb-1994","1994","2","Sows",280500,"Commercial","Red Meat"
"4797","Jan-1994","1994","1","Sows",302900,"Commercial","Red Meat"
"4798","Dec-1993","1993","12","Sows",335300,"Commercial","Red Meat"
"4799","Nov-1993","1993","11","Sows",317500,"Commercial","Red Meat"
"4800","Oct-1993","1993","10","Sows",313200,"Commercial","Red Meat"
"4801","Sep-1993","1993","9","Sows",345600,"Commercial","Red Meat"
"4802","Aug-1993","1993","8","Sows",345700,"Commercial","Red Meat"
"4803","Jul-1993","1993","7","Sows",324600,"Commercial","Red Meat"
"4804","Jun-1993","1993","6","Sows",330300,"Commercial","Red Meat"
"4805","May-1993","1993","5","Sows",280500,"Commercial","Red Meat"
"4806","Apr-1993","1993","4","Sows",299100,"Commercial","Red Meat"
"4807","Mar-1993","1993","3","Sows",316800,"Commercial","Red Meat"
"4808","Feb-1993","1993","2","Sows",272800,"Commercial","Red Meat"
"4809","Jan-1993","1993","1","Sows",314600,"Commercial","Red Meat"
"4810","Dec-1992","1992","12","Sows",353200,"Commercial","Red Meat"
"4811","Nov-1992","1992","11","Sows",318500,"Commercial","Red Meat"
"4812","Oct-1992","1992","10","Sows",346700,"Commercial","Red Meat"
"4813","Sep-1992","1992","9","Sows",352700,"Commercial","Red Meat"
"4814","Aug-1992","1992","8","Sows",343600,"Commercial","Red Meat"
"4815","Jul-1992","1992","7","Sows",386600,"Commercial","Red Meat"
"4816","Jun-1992","1992","6","Sows",366800,"Commercial","Red Meat"
"4817","May-1992","1992","5","Sows",304200,"Commercial","Red Meat"
"4818","Apr-1992","1992","4","Sows",320000,"Commercial","Red Meat"
"4819","Mar-1992","1992","3","Sows",310800,"Commercial","Red Meat"
"4820","Feb-1992","1992","2","Sows",298800,"Commercial","Red Meat"
"4821","Jan-1992","1992","1","Sows",349900,"Commercial","Red Meat"
"4822","Dec-1991","1991","12","Sows",334200,"Commercial","Red Meat"
"4823","Nov-1991","1991","11","Sows",324100,"Commercial","Red Meat"
"4824","Oct-1991","1991","10","Sows",342300,"Commercial","Red Meat"
"4825","Sep-1991","1991","9","Sows",310800,"Commercial","Red Meat"
"4826","Aug-1991","1991","8","Sows",345600,"Commercial","Red Meat"
"4827","Jul-1991","1991","7","Sows",349300,"Commercial","Red Meat"
"4828","Jun-1991","1991","6","Sows",301800,"Commercial","Red Meat"
"4829","May-1991","1991","5","Sows",294500,"Commercial","Red Meat"
"4830","Apr-1991","1991","4","Sows",280600,"Commercial","Red Meat"
"4831","Mar-1991","1991","3","Sows",268400,"Commercial","Red Meat"
"4832","Feb-1991","1991","2","Sows",261600,"Commercial","Red Meat"
"4833","Jan-1991","1991","1","Sows",313800,"Commercial","Red Meat"
"4834","Dec-1990","1990","12","Sows",296700,"Commercial","Red Meat"
"4835","Nov-1990","1990","11","Sows",317300,"Commercial","Red Meat"
"4836","Oct-1990","1990","10","Sows",339200,"Commercial","Red Meat"
"4837","Sep-1990","1990","9","Sows",313900,"Commercial","Red Meat"
"4838","Aug-1990","1990","8","Sows",378000,"Commercial","Red Meat"
"4839","Jul-1990","1990","7","Sows",338300,"Commercial","Red Meat"
"4840","Jun-1990","1990","6","Sows",338000,"Commercial","Red Meat"
"4841","May-1990","1990","5","Sows",321300,"Commercial","Red Meat"
"4842","Apr-1990","1990","4","Sows",275000,"Commercial","Red Meat"
"4843","Mar-1990","1990","3","Sows",290900,"Commercial","Red Meat"
"4844","Feb-1990","1990","2","Sows",255600,"Commercial","Red Meat"
"4845","Jan-1990","1990","1","Sows",339900,"Commercial","Red Meat"
"4846","Dec-1989","1989","12","Sows",338400,"Commercial","Red Meat"
"4847","Nov-1989","1989","11","Sows",363100,"Commercial","Red Meat"
"4848","Oct-1989","1989","10","Sows",367600,"Commercial","Red Meat"
"4849","Sep-1989","1989","9","Sows",374000,"Commercial","Red Meat"
"4850","Aug-1989","1989","8","Sows",430100,"Commercial","Red Meat"
"4851","Jul-1989","1989","7","Sows",374100,"Commercial","Red Meat"
"4852","Jun-1989","1989","6","Sows",387900,"Commercial","Red Meat"
"4853","May-1989","1989","5","Sows",352600,"Commercial","Red Meat"
"4854","Apr-1989","1989","4","Sows",297400,"Commercial","Red Meat"
"4855","Mar-1989","1989","3","Sows",325100,"Commercial","Red Meat"
"4856","Feb-1989","1989","2","Sows",277300,"Commercial","Red Meat"
"4857","Jan-1989","1989","1","Sows",340300,"Commercial","Red Meat"
"4858","Dec-1988","1988","12","Sows",339400,"Commercial","Red Meat"
"4859","Nov-1988","1988","11","Sows",355000,"Commercial","Red Meat"
"4860","Oct-1988","1988","10","Sows",359300,"Commercial","Red Meat"
"4861","Sep-1988","1988","9","Sows",389400,"Commercial","Red Meat"
"4862","Aug-1988","1988","8","Sows",421000,"Commercial","Red Meat"
"4863","Jul-1988","1988","7","Sows",371700,"Commercial","Red Meat"
"4864","Jun-1988","1988","6","Sows",380300,"Commercial","Red Meat"
"4865","May-1988","1988","5","Sows",293300,"Commercial","Red Meat"
"4866","Apr-1988","1988","4","Sows",268100,"Commercial","Red Meat"
"4867","Mar-1988","1988","3","Sows",306500,"Commercial","Red Meat"
"4868","Feb-1988","1988","2","Sows",293400,"Commercial","Red Meat"
"4869","Jan-1988","1988","1","Sows",290400,"Commercial","Red Meat"
"4870","Dec-1987","1987","12","Sows",296800,"Commercial","Red Meat"
"4871","Nov-1987","1987","11","Sows",285800,"Commercial","Red Meat"
"4872","Oct-1987","1987","10","Sows",305200,"Commercial","Red Meat"
"4873","Sep-1987","1987","9","Sows",327000,"Commercial","Red Meat"
"4874","Aug-1987","1987","8","Sows",334700,"Commercial","Red Meat"
"4875","Jul-1987","1987","7","Sows",347500,"Commercial","Red Meat"
"4876","Jun-1987","1987","6","Sows",325200,"Commercial","Red Meat"
"4877","May-1987","1987","5","Sows",252700,"Commercial","Red Meat"
"4878","Apr-1987","1987","4","Sows",268000,"Commercial","Red Meat"
"4879","Mar-1987","1987","3","Sows",255600,"Commercial","Red Meat"
"4880","Feb-1987","1987","2","Sows",239700,"Commercial","Red Meat"
"4881","Jan-1987","1987","1","Sows",266500,"Commercial","Red Meat"
"4882","Dec-1986","1986","12","Sows",346100,"Commercial","Red Meat"
"4883","Nov-1986","1986","11","Sows",276400,"Commercial","Red Meat"
"4884","Oct-1986","1986","10","Sows",304200,"Commercial","Red Meat"
"4885","Sep-1986","1986","9","Sows",316800,"Commercial","Red Meat"
"4886","Aug-1986","1986","8","Sows",328500,"Commercial","Red Meat"
"4887","Jul-1986","1986","7","Sows",353400,"Commercial","Red Meat"
"4888","Jun-1986","1986","6","Sows",311300,"Commercial","Red Meat"
"4889","May-1986","1986","5","Sows",296000,"Commercial","Red Meat"
"4890","Apr-1986","1986","4","Sows",288600,"Commercial","Red Meat"
"4891","Mar-1986","1986","3","Sows",280000,"Commercial","Red Meat"
"4892","Feb-1986","1986","2","Sows",287100,"Commercial","Red Meat"
"4893","Jan-1986","1986","1","Sows",352600,"Commercial","Red Meat"
"4894","Dec-1985","1985","12","Sows",360600,"Commercial","Red Meat"
"4895","Nov-1985","1985","11","Sows",336300,"Commercial","Red Meat"
"4896","Oct-1985","1985","10","Sows",368500,"Commercial","Red Meat"
"4897","Sep-1985","1985","9","Sows",334800,"Commercial","Red Meat"
"4898","Aug-1985","1985","8","Sows",374000,"Commercial","Red Meat"
"4899","Jul-1985","1985","7","Sows",366100,"Commercial","Red Meat"
"4900","Jun-1985","1985","6","Sows",329500,"Commercial","Red Meat"
"4901","May-1985","1985","5","Sows",326800,"Commercial","Red Meat"
"4902","Apr-1985","1985","4","Sows",291100,"Commercial","Red Meat"
"4903","Mar-1985","1985","3","Sows",289200,"Commercial","Red Meat"
"4904","Feb-1985","1985","2","Sows",287400,"Commercial","Red Meat"
"4905","Jan-1985","1985","1","Sows",350900,"Commercial","Red Meat"
"4906","Dec-1984","1984","12","Sows",373100,"Commercial","Red Meat"
"4907","Nov-1984","1984","11","Sows",410100,"Commercial","Red Meat"
"4908","Oct-1984","1984","10","Sows",413400,"Commercial","Red Meat"
"4909","Sep-1984","1984","9","Sows",361100,"Commercial","Red Meat"
"4910","Aug-1984","1984","8","Sows",442100,"Commercial","Red Meat"
"4911","Jul-1984","1984","7","Sows",380700,"Commercial","Red Meat"
"4912","Jun-1984","1984","6","Sows",347700,"Commercial","Red Meat"
"4913","May-1984","1984","5","Sows",330600,"Commercial","Red Meat"
"4914","Apr-1984","1984","4","Sows",311100,"Commercial","Red Meat"
"4915","Mar-1984","1984","3","Sows",319200,"Commercial","Red Meat"
"4916","Feb-1984","1984","2","Sows",318300,"Commercial","Red Meat"
"4917","Jan-1984","1984","1","Sows",386200,"Commercial","Red Meat"
"4918","Dec-1983","1983","12","Sows",417900,"Commercial","Red Meat"
"4919","Nov-1983","1983","11","Sows",431500,"Commercial","Red Meat"
"4920","Oct-1983","1983","10","Sows",441000,"Commercial","Red Meat"
"4921","Sep-1983","1983","9","Sows",469500,"Commercial","Red Meat"
"4922","Aug-1983","1983","8","Sows",532700,"Commercial","Red Meat"
"4923","Jul-1983","1983","7","Sows",447600,"Commercial","Red Meat"
"4924","Jun-1983","1983","6","Sows",419900,"Commercial","Red Meat"
"4925","May-1983","1983","5","Sows",343300,"Commercial","Red Meat"
"4926","Apr-1983","1983","4","Sows",290400,"Commercial","Red Meat"
"4927","Mar-1983","1983","3","Sows",288900,"Commercial","Red Meat"
"4928","Feb-1983","1983","2","Sows",251500,"Commercial","Red Meat"
"4929","Jan-1983","1983","1","Sows",311300,"Commercial","Red Meat"
"4930","Dec-1982","1982","12","Sows",1023200,"Commercial","Red Meat"
"4931","Dec-2023","2023","12","Boars and Stags",23300,"Commercial","Red Meat"
"4932","Nov-2023","2023","11","Boars and Stags",24900,"Commercial","Red Meat"
"4933","Oct-2023","2023","10","Boars and Stags",26400,"Commercial","Red Meat"
"4934","Sep-2023","2023","9","Boars and Stags",26500,"Commercial","Red Meat"
"4935","Aug-2023","2023","8","Boars and Stags",27900,"Commercial","Red Meat"
"4936","Jul-2023","2023","7","Boars and Stags",22800,"Commercial","Red Meat"
"4937","Jun-2023","2023","6","Boars and Stags",26000,"Commercial","Red Meat"
"4938","May-2023","2023","5","Boars and Stags",27100,"Commercial","Red Meat"
"4939","Apr-2023","2023","4","Boars and Stags",23800,"Commercial","Red Meat"
"4940","Mar-2023","2023","3","Boars and Stags",29400,"Commercial","Red Meat"
"4941","Feb-2023","2023","2","Boars and Stags",24400,"Commercial","Red Meat"
"4942","Jan-2023","2023","1","Boars and Stags",23500,"Commercial","Red Meat"
"4943","Dec-2022","2022","12","Boars and Stags",21400,"Commercial","Red Meat"
"4944","Nov-2022","2022","11","Boars and Stags",22000,"Commercial","Red Meat"
"4945","Oct-2022","2022","10","Boars and Stags",24600,"Commercial","Red Meat"
"4946","Sep-2022","2022","9","Boars and Stags",26100,"Commercial","Red Meat"
"4947","Aug-2022","2022","8","Boars and Stags",25900,"Commercial","Red Meat"
"4948","Jul-2022","2022","7","Boars and Stags",26100,"Commercial","Red Meat"
"4949","Jun-2022","2022","6","Boars and Stags",27300,"Commercial","Red Meat"
"4950","May-2022","2022","5","Boars and Stags",23700,"Commercial","Red Meat"
"4951","Apr-2022","2022","4","Boars and Stags",23700,"Commercial","Red Meat"
"4952","Mar-2022","2022","3","Boars and Stags",28600,"Commercial","Red Meat"
"4953","Feb-2022","2022","2","Boars and Stags",21300,"Commercial","Red Meat"
"4954","Jan-2022","2022","1","Boars and Stags",23600,"Commercial","Red Meat"
"4955","Dec-2021","2021","12","Boars and Stags",26300,"Commercial","Red Meat"
"4956","Nov-2021","2021","11","Boars and Stags",29300,"Commercial","Red Meat"
"4957","Oct-2021","2021","10","Boars and Stags",27300,"Commercial","Red Meat"
"4958","Sep-2021","2021","9","Boars and Stags",25900,"Commercial","Red Meat"
"4959","Aug-2021","2021","8","Boars and Stags",25500,"Commercial","Red Meat"
"4960","Jul-2021","2021","7","Boars and Stags",26500,"Commercial","Red Meat"
"4961","Jun-2021","2021","6","Boars and Stags",26300,"Commercial","Red Meat"
"4962","May-2021","2021","5","Boars and Stags",22500,"Commercial","Red Meat"
"4963","Apr-2021","2021","4","Boars and Stags",26000,"Commercial","Red Meat"
"4964","Mar-2021","2021","3","Boars and Stags",27900,"Commercial","Red Meat"
"4965","Feb-2021","2021","2","Boars and Stags",24100,"Commercial","Red Meat"
"4966","Jan-2021","2021","1","Boars and Stags",26300,"Commercial","Red Meat"
"4967","Dec-2020","2020","12","Boars and Stags",26500,"Commercial","Red Meat"
"4968","Nov-2020","2020","11","Boars and Stags",22900,"Commercial","Red Meat"
"4969","Oct-2020","2020","10","Boars and Stags",26800,"Commercial","Red Meat"
"4970","Sep-2020","2020","9","Boars and Stags",25400,"Commercial","Red Meat"
"4971","Aug-2020","2020","8","Boars and Stags",24300,"Commercial","Red Meat"
"4972","Jul-2020","2020","7","Boars and Stags",24800,"Commercial","Red Meat"
"4973","Jun-2020","2020","6","Boars and Stags",23800,"Commercial","Red Meat"
"4974","May-2020","2020","5","Boars and Stags",20000,"Commercial","Red Meat"
"4975","Apr-2020","2020","4","Boars and Stags",28200,"Commercial","Red Meat"
"4976","Mar-2020","2020","3","Boars and Stags",31400,"Commercial","Red Meat"
"4977","Feb-2020","2020","2","Boars and Stags",28900,"Commercial","Red Meat"
"4978","Jan-2020","2020","1","Boars and Stags",30500,"Commercial","Red Meat"
"4979","Dec-2019","2019","12","Boars and Stags",27000,"Commercial","Red Meat"
"4980","Nov-2019","2019","11","Boars and Stags",29200,"Commercial","Red Meat"
"4981","Oct-2019","2019","10","Boars and Stags",23500,"Commercial","Red Meat"
"4982","Sep-2019","2019","9","Boars and Stags",31200,"Commercial","Red Meat"
"4983","Aug-2019","2019","8","Boars and Stags",31400,"Commercial","Red Meat"
"4984","Jul-2019","2019","7","Boars and Stags",22000,"Commercial","Red Meat"
"4985","Jun-2019","2019","6","Boars and Stags",29700,"Commercial","Red Meat"
"4986","May-2019","2019","5","Boars and Stags",33100,"Commercial","Red Meat"
"4987","Apr-2019","2019","4","Boars and Stags",33100,"Commercial","Red Meat"
"4988","Mar-2019","2019","3","Boars and Stags",33300,"Commercial","Red Meat"
"4989","Feb-2019","2019","2","Boars and Stags",29200,"Commercial","Red Meat"
"4990","Jan-2019","2019","1","Boars and Stags",33800,"Commercial","Red Meat"
"4991","Dec-2018","2018","12","Boars and Stags",28200,"Commercial","Red Meat"
"4992","Nov-2018","2018","11","Boars and Stags",31000,"Commercial","Red Meat"
"4993","Oct-2018","2018","10","Boars and Stags",37100,"Commercial","Red Meat"
"4994","Sep-2018","2018","9","Boars and Stags",31900,"Commercial","Red Meat"
"4995","Aug-2018","2018","8","Boars and Stags",35200,"Commercial","Red Meat"
"4996","Jul-2018","2018","7","Boars and Stags",30800,"Commercial","Red Meat"
"4997","Jun-2018","2018","6","Boars and Stags",30500,"Commercial","Red Meat"
"4998","May-2018","2018","5","Boars and Stags",32500,"Commercial","Red Meat"
"4999","Apr-2018","2018","4","Boars and Stags",29600,"Commercial","Red Meat"
"5000","Mar-2018","2018","3","Boars and Stags",31100,"Commercial","Red Meat"
"5001","Feb-2018","2018","2","Boars and Stags",29000,"Commercial","Red Meat"
"5002","Jan-2018","2018","1","Boars and Stags",31800,"Commercial","Red Meat"
"5003","Dec-2017","2017","12","Boars and Stags",32900,"Commercial","Red Meat"
"5004","Nov-2017","2017","11","Boars and Stags",32200,"Commercial","Red Meat"
"5005","Oct-2017","2017","10","Boars and Stags",33500,"Commercial","Red Meat"
"5006","Sep-2017","2017","9","Boars and Stags",32600,"Commercial","Red Meat"
"5007","Aug-2017","2017","8","Boars and Stags",35000,"Commercial","Red Meat"
"5008","Jul-2017","2017","7","Boars and Stags",28700,"Commercial","Red Meat"
"5009","Jun-2017","2017","6","Boars and Stags",32700,"Commercial","Red Meat"
"5010","May-2017","2017","5","Boars and Stags",31600,"Commercial","Red Meat"
"5011","Apr-2017","2017","4","Boars and Stags",28300,"Commercial","Red Meat"
"5012","Mar-2017","2017","3","Boars and Stags",31500,"Commercial","Red Meat"
"5013","Feb-2017","2017","2","Boars and Stags",26400,"Commercial","Red Meat"
"5014","Jan-2017","2017","1","Boars and Stags",26900,"Commercial","Red Meat"
"5015","Dec-2016","2016","12","Boars and Stags",29100,"Commercial","Red Meat"
"5016","Nov-2016","2016","11","Boars and Stags",29900,"Commercial","Red Meat"
"5017","Oct-2016","2016","10","Boars and Stags",27600,"Commercial","Red Meat"
"5018","Sep-2016","2016","9","Boars and Stags",30300,"Commercial","Red Meat"
"5019","Aug-2016","2016","8","Boars and Stags",32500,"Commercial","Red Meat"
"5020","Jul-2016","2016","7","Boars and Stags",27500,"Commercial","Red Meat"
"5021","Jun-2016","2016","6","Boars and Stags",25400,"Commercial","Red Meat"
"5022","May-2016","2016","5","Boars and Stags",27700,"Commercial","Red Meat"
"5023","Apr-2016","2016","4","Boars and Stags",26900,"Commercial","Red Meat"
"5024","Mar-2016","2016","3","Boars and Stags",21200,"Commercial","Red Meat"
"5025","Feb-2016","2016","2","Boars and Stags",23300,"Commercial","Red Meat"
"5026","Jan-2016","2016","1","Boars and Stags",20400,"Commercial","Red Meat"
"5027","Dec-2015","2015","12","Boars and Stags",22700,"Commercial","Red Meat"
"5028","Nov-2015","2015","11","Boars and Stags",17000,"Commercial","Red Meat"
"5029","Oct-2015","2015","10","Boars and Stags",23700,"Commercial","Red Meat"
"5030","Sep-2015","2015","9","Boars and Stags",22600,"Commercial","Red Meat"
"5031","Aug-2015","2015","8","Boars and Stags",23500,"Commercial","Red Meat"
"5032","Jul-2015","2015","7","Boars and Stags",24600,"Commercial","Red Meat"
"5033","Jun-2015","2015","6","Boars and Stags",25700,"Commercial","Red Meat"
"5034","May-2015","2015","5","Boars and Stags",21900,"Commercial","Red Meat"
"5035","Apr-2015","2015","4","Boars and Stags",24200,"Commercial","Red Meat"
"5036","Mar-2015","2015","3","Boars and Stags",23200,"Commercial","Red Meat"
"5037","Feb-2015","2015","2","Boars and Stags",20600,"Commercial","Red Meat"
"5038","Jan-2015","2015","1","Boars and Stags",28600,"Commercial","Red Meat"
"5039","Dec-2014","2014","12","Boars and Stags",28300,"Commercial","Red Meat"
"5040","Nov-2014","2014","11","Boars and Stags",25700,"Commercial","Red Meat"
